0,schlüssel-sojasoße-hv (0)
1,maßnahme-amerikanisch-sowjetisch (1)
2,brief-liebe-jake (2)
3,partei-baum-katz (3)
4,wismar-kühlungsborn-leuchtturm (4)
5,bloch-reimann-fachbereich (5)
6,subjekt-waldgesicht-bruder (6)
7,erich-wolff-kragen (7)
8,gehört-form-pause (8)
9,charles-pfund-brot (9)
10,bürgerheim-judith-bela (10)
11,herr-baumgärtner-dr (11)
12,himmel-technik-erzähler (12)
13,apparat-sozial-sozialistisch (13)
14,sprache-gesprochen-johnson (14)
15,philologie-b@card-dunkeln (15)
16,kassel-konrad-schweigsamkeit (16)
17,küche-katze-aufziehen (17)
18,thomas-professor-alltag (18)
19,straße-alt-bus (19)
20,to-is-are (20)
21,uta-frage-lieben (21)
22,onkel-passierschein-wien (22)
23,kirche-gott-reaktion (23)
24,kollege-treppe-kleinstadt (24)
25,bodensee-zürich-ruhr (25)
26,eich-zahl-förmlich (26)
27,johanna-schlüssel-stein (27)
28,mahler-symphonie-heinrich (28)
29,charlie-joe-frau (29)
30,jan-kapitalistisch-kind (30)
31,mangel-haut-begegnung (31)
32,marine-parade-england (32)
33,spanien-adlershof-ulm (33)
34,bambus-flugplatz-metro (34)
35,batterie-kloster-hildebrandt (35)
36,ball-westberlin-keule (36)
37,missverständnis-abs-anerkennung (37)
38,lübeck-bücherei-lächeln (38)
39,mensch-freiheit-inner (39)
40,bloß-briefroman-projekt (40)
41,lachen-zitat-formen (41)
42,balkon-beklommen-ablehnung (42)
43,höhe-stürmisch-zeitgeist (43)
44,name-träger-ding (44)
45,halle-student-phantasie (45)
46,betrag-ständig-melodie (46)
47,münchen-absatz-beziehung (47)
48,nachtschwester-dienst-station (48)
49,syntaktisch-magie-marie (49)
50,bote-zweideutigkeit-strauss (50)
51,ostdeutsch-programm-kanal (51)
52,manfred-projekt-bierwisch (52)
53,meinung-öffentlich-stil (53)
54,reden-vertrauen-misstrauen (54)
55,glück-bereitschaft-september (55)
56,enzensberger-leningrad-interesse (56)
57,stattfinden-erschreckend-templin (57)
58,see-boot-fahren (58)
59,lore-james-grabstein (59)
60,friedrich-geschehen-bahnsteig (60)
61,volk-jugend-königlich (61)
62,brief-sagen-schreiben (62)
63,karsch-unglück-ddr (63)
64,arabisch-israel-krieg (64)
65,vergnügen-schreibe-komma (65)
66,usa-ostdeutsch-sowjetisch (66)
67,jake-frau-jan (67)
68,beton-block-mieten (68)
69,sabine-herzlich-klaus (69)
70,student-positiv-vertreter (70)
71,new-york-straße (71)
72,musik-martha-alice (72)
73,drachen-stadt-barbier (73)
74,oxford-francisco-san (74)
75,sagen-sehen-geben (75)
76,ine-mutter-musiker (76)
77,puppe-krankenhaus-organisation (77)
78,neuhochdeutsch-dm-modern (78)
79,wochenende-düsseldorf-neuß (79)
