0,herz-bambus-krumm (0)
1,nummer-behörde-november (1)
2,puppe-projekt-helfen (2)
3,name-träger-ding (3)
4,see-boot-anlage (4)
5,kirche-sterben-individuum (5)
6,bohle-heiser-mangel (6)
7,zentimeter-partei-stadtrat (7)
8,chinese-gesetz-sowjetisch (8)
9,brief-verstehen-text (9)
10,vertrauen-reden-anteilnahme (10)
11,programm-ostdeutsch-kanal (11)
12,tal-bemerkenswert-alp (12)
13,ball-zigarette-welle (13)
14,our-abouten-name (14)
15,sagen-lassen-sehen (15)
16,genießen-tagen-formen (16)
17,grabstein-münchner-friedhof (17)
18,bloß-klau-projekt (18)
19,bruder-waldgesicht-subjekt (19)
20,förmlich-beschweren-quengelein (20)
21,wissenschaftlich-student-professor (21)
22,marine-parade-englisch (22)
23,station-avenue-yard (23)
24,himmel-erzähler-erzählung (24)
25,straße-geben-halle (25)
26,apparat-sozialistisch-bewusstsein (26)
27,karsch-arabisch-rahmen (27)
28,sohn-prozess-staatlich (28)
29,real-plostflugzeug-auslösen (29)
30,gesprochen-sprache-geschrieben (30)
31,nase-kunst-hypothese (31)
32,madam-überzeugend-zunge (32)
33,ostdeutsch-regierung-bevölkerung (33)
34,papier-variation-bleibe (34)
35,musik-alltag-schwägerin (35)
36,bürgerheim-band-telephon (36)
37,kriegen-pfund-schokolade (37)
38,kapitalistisch-kind-turm (38)
39,frau-klemmen-genosse (39)
