,segmentID,idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,uj0295,uj0295,0546_100995.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-17,1966,4.0,JohnsonUwe,BierwischManfred,461,0.0004451256655642399,0.00041949522047454247,0.2995333981287126,0.0277827192251447,0.0006640339807830007,0.0005093021761848222,0.0007079834163279275,0.000607307198665858,0.0006894464658253106,0.00033639784978733127,0.0009276390811134276,0.00041833525884561767,0.6611401175402704,0.0005176497181197516,0.0004959713438933274,0.0006306188600395598,0.0023118315858983,0.000784619012323988,0.0005174772892183809,0.0005605309828070042
1,uj0008,uj0008,0585_101037.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1967-01-22,1967,1.0,BierwischManfred,JohnsonUwe,712,0.0110357520548596,0.00032984274507609864,0.00043193660765264137,0.0004736188289132252,0.0005221198725399212,0.0110862130741974,0.1180999979132315,0.0004775164620131317,0.0005421013250486739,0.000264504539732376,0.1182727098391562,0.00032893068479699776,0.4023011503906151,0.0004070201415390125,0.0003899747638692933,0.0004958460686558203,0.2369044007278875,0.0006169340584407137,0.00040688456330264015,0.0966125453384719
2,uj0495,uj0495,0294_060266.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1962-05-04,1962,5.0,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,630,0.0003462951506231948,0.433810267490832,0.00042736983764131295,0.00046861136201562713,0.0005165996148586102,0.0003962226567885706,0.0005507910299560583,0.0004724677863047025,0.0005363698078989987,0.0002617079918628297,0.0112944552548727,0.0003254529735761311,0.5460666063146683,0.0004027168078010168,0.00038585164713118766,0.0004906035980792269,0.0017985394444494,0.0006104113513880161,0.0004025826630032859,0.00043607721624873457
3,uj0878,uj0878,0382_101344.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-05,1963,8.0,JohnsonUwe,BierwischManfred,1431,0.0001505335431119169,0.00014186578474755283,0.0001857764850692728,0.0002037040615202558,0.00022456442215540963,0.00017223689179667525,0.00023942733562493603,0.00020538043848058188,0.00023315847032795976,0.00011376373941396382,0.000313710954932421,0.00014147350645990435,0.595858324480101,0.3540637851408763,0.00016772864261511945,0.00021326402564233383,0.0421454373546251,0.0002653441242674358,0.00017500156888785592,0.0047855190293439
4,uj0229,uj0229,0628_101073.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-09-22,1968,9.0,JohnsonUwe,BierwischManfred,427,0.0004333471306267686,0.00040839489647008775,0.0005348024438835047,0.0005864112989833252,0.000646462881097238,0.0004958254572714812,0.0006892493642399665,0.0005912371546071847,0.1991297930807108,0.00032749637738719965,0.0009030926885516592,0.00040726562875443147,0.7891818922396326,0.0005039521136859184,0.00048284737407094686,0.0006139319627208242,0.0022506578742689,0.0007638570945910539,0.0005037842474507702,0.0005456986909953011
5,uj1147,uj1147,0445_101406.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-04-24,1964,4.0,BaumgärtnerKlaus,JohnsonUwe,134,0.0016725871039168,0.0015762791278976,0.0020641735171731,0.002263367879815,0.002495148581047,0.0019137342952438,0.4111879343446313,0.0022819942034049,0.0025906375587638,0.0012640356395231,0.1566835271258807,0.0015719205006342,0.3905705410328184,0.0019451006981944,0.0018636428718545,0.002369589206796,0.0086868495711198,0.0029482542639673,0.0019444527859775,0.0021062296913398
6,uj0297,uj0297,0543_100992.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-13,1966,4.0,JohnsonUwe,BierwischManfred,460,0.2224683040384921,0.000526906586558611,0.0006899962086340613,0.0007565813836984028,0.0179039980684761,0.0006397085308310499,0.0008892619201130817,0.0007628076493446452,0.0008659786004521549,0.00042253221039464906,0.0011651602162115,0.0005254496178195051,0.5573054169309275,0.0006501934532149402,0.0006229643511697155,0.1885614150020576,0.0029037739410858,0.0009855199901084694,0.0006499768740516722,0.0007040544263581319
7,uj0952,uj0952,0196_060165.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-02-22,1960,2.0,BaumgärtnerKlaus,JohnsonUwe,244,0.0008715080564553624,0.000821326408632621,0.0010755456896238,0.00117933669186,0.0013001069333509,0.0009971587442676084,0.0013861551891968,0.0011890420106639,0.107782325467059,0.0006586307169960517,0.0018162172959593,0.0008190553288387708,0.8421030907395838,0.0010135023312829,0.0009710584120691356,0.001234683729999,0.0311344328735622,0.0015361994227441,0.0010131647340865,0.0010974592237675
8,uj1143,uj1143,0471_s000047.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-04,1964,7.0,JohnsonUwe,BaumgärtnerKlaus,131,0.0014503903909469,0.0013668765562039,0.0017899560671872,0.0019626882309292,0.0021636777645006,0.0016595021127134,0.0023068819064615,0.0019788401196352,0.0022464814016909,0.0010961134048477,0.0030226044319603,0.0013630969556762,0.6043770057018361,0.0016867016106239,0.0016160651407419,0.0020547984663878,0.3617891646110665,0.0025565901139096,0.0016861397710334,0.0018264252416467
9,uj0453,uj0453,0146_060124.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1958-11-21,1958,11.0,BaumgärtnerKlaus,JohnsonUwe,194,0.0013323886158716,0.0012556693523038,0.0016443276939208,0.0018030066054754,0.0019876439059646,0.0015244872944523,0.0021191971551349,0.0018178443986455,0.0020637107526796,0.0010069351199783,0.002776689476547,0.0012521972548967,0.4738470906221339,0.001549473878478,0.0014845842950089,0.0018876228783744,0.0069199741222717,0.002348589444942,0.4897007373466081,0.0016778297863115
