0,oxford-francisco-san (0)
1,jugend-raum-bambus (1)
2,new-music-ives (2)
3,baumgart-projekt-freundschaft (3)
4,lore-regnet-grabstein (4)
5,grumach-herzlichst-gruß (5)
6,text-sprache-gesprochenen (6)
7,laß-zuneigung-unverhohlen (7)
8,enzensberger-leningrad-westberlin (8)
9,kassel-sowjetischen-massnahmen (9)
10,straße-fuhren-stufen (10)
11,cresspahl-nov-münchner (11)
12,béla-bélas-jake (12)
13,judith-thomas-bloch (13)
14,kunst-vergnügen-karsch (14)
15,ine-mensch-schule (15)
16,jan-unnötig-kapitalistische (16)
17,erich-eich-enzian (17)
18,fuer-ueber-wuerde (18)
19,new-york-of (19)
20,name-namen-träger (20)
21,ossian-zeit-brief (21)
22,bäume-lächeln-lübeck (22)
23,entwicklung-zweideutigkeit-ebel (23)
24,herr-johnson-verehrter (24)
25,adlershofer-programm-kanal (25)
26,faulkner-himmel-erzählung (26)
27,diskussion-studenten-apparat (27)
28,sheerness-charles-marine (28)
29,küche-fragt-kümmern (29)
30,nichd-drachen-tramp (30)
31,the-of-and (31)
32,charlie-joe-reden (32)
33,euerer-nachtschwester-cresspahl (33)
34,stop-korr-erg (34)
35,yours-jake-friedenau (35)
36,bruder-waldgesicht-subjekts (36)
37,uta-herzliches-ich’s (37)
38,kirche-tod-hildebrandt (38)
39,ddr-karsch-karschs (39)
