idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens
uj0827,0587_100961.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1965-12-29,1965,12,BierwischManfred,JohnsonUwe,16
uj0828,0529_100907.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe + anonymous1",1965-02-22,1965,2,BierwischManfred,JohnsonUwe+anonymous1,108
uj0829,0527_100903.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1965-02-17,1965,2,JohnsonUwe,BierwischManfred,340
uj0830,0551_100927.xml,letters-leipzig,Brief,"Jäckel, Erika","Johnson, Uwe",1965-05-21,1965,5,JäckelErika,JohnsonUwe,93
uj0831,0582_100956.xml,letters-leipzig,Brief + Telegramm,"Klemm, Eberhardt","Johnson, Uwe",1965-11-06,1965,11,KlemmEberhardt,JohnsonUwe,16
uj0832,0532_100910.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1965-03-08,1965,3,BierwischManfred,JohnsonUwe,275
uj0833,0586_100959.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt","Johnson, Uwe",1965-12-20,1965,12,KlemmEberhardt,JohnsonUwe,79
uj0834,0572_103034.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt","Johnson, Uwe",1965-08-27,1965,8,KlemmEberhardt,JohnsonUwe,81
uj0835,0550_100926.xml,letters-leipzig,Brief,"Jäckel, Ine + Jäckel, Erika","Johnson, Uwe",1965-05-21,1965,5,JäckelIne+JäckelErika,JohnsonUwe,34
uj0836,0565_100943.xml,letters-leipzig,Brief + Telegramm,"Klemm, Eberhardt","Johnson, Uwe",1965-07-22,1965,7,KlemmEberhardt,JohnsonUwe,24
uj0837,0535_100914.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1965-03-18,1965,3,BaumgärtnerKlaus,JohnsonUwe,68
uj0838,0581_100954.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1965-11-06,1965,11,BierwischManfred,JohnsonUwe,8
uj0839,0574_100948.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1965-09-03,1965,9,BierwischManfred,JohnsonUwe,16
uj0840,0588_100961.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1965-12-29,1965,12,JohnsonUwe,BierwischManfred,11
uj0841,0533_s000059.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1965-03-08,1965,3,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,99
uj0842,0566_100944.xml,letters-leipzig,Brief + Telegramm,"Menzhausen, Joachim","Johnson, Uwe",1965-08-04,1965,8,MenzhausenJoachim,JohnsonUwe,16
uj0843,0547_100929.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1965-05-14,1965,5,KlemmEberhardt,JohnsonUwe,493
uj0844,0558_000054.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1965-06,1965,6,JohnsonUwe,KlemmEberhardt,93
uj0845,0578_100951.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1965-09-27,1965,9,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,44
uj0846,0542_100920.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1965-04-22,1965,4,JohnsonUwe,BierwischManfred,7
uj0847,0585_100957.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Sabine","Johnson, Uwe",1965-12-15,1965,12,BaumgärtnerSabine,JohnsonUwe,31
uj0848,0400_101364.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-09-24,1963,9,JohnsonUwe,BierwischManfred,367
uj0849,0374_101335.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-07-08,1963,7,BierwischManfred,JohnsonUwe,75
uj0850,0397_000017.xml,letters-leipzig,Brief,"Johnson, Uwe + anonymous1","Klemm, Eberhardt",1963-09-05,1963,9,JohnsonUwe+anonymous1,KlemmEberhardt,327
uj0851,0395_101361.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Sabine","Johnson, Uwe",1963-09-02,1963,9,BaumgärtnerSabine,JohnsonUwe,59
uj0852,0386_s000039.xml,letters-leipzig,Brief,"Johnson, Uwe + anonymous1","Baumgärtner, Sabine",1963-08-12,1963,8,JohnsonUwe+anonymous1,BaumgärtnerSabine,319
uj0853,0393_101358.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-08-27,1963,8,BierwischManfred,JohnsonUwe,57
uj0854,0408_101372.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-11-22,1963,11,JohnsonUwe,BierwischManfred,435
uj0855,0375_101336.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-07-08,1963,7,BierwischManfred,JohnsonUwe,1003
uj0856,0353_s000036.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1963-01-29,1963,1,JohnsonUwe,BaumgärtnerKlaus,101
uj0857,0358_101319.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-03-03,1963,3,JohnsonUwe,BierwischManfred,40
uj0858,0387_000016.xml,letters-leipzig,Brief,"Johnson, Uwe + anonymous1","Klemm, Eberhardt",1963-08-13,1963,8,JohnsonUwe+anonymous1,KlemmEberhardt,781
uj0859,0354_101316.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1963-02-08,1963,2,BaumgärtnerKlaus,JohnsonUwe,580
uj0860,0388_101354.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-08-14,1963,8,BierwischManfred,JohnsonUwe,552
uj0861,0384_101350.xml,letters-leipzig,Brief,"Baumgärtner, Sabine","Johnson, Uwe + anonymous1",1963-08-06,1963,8,BaumgärtnerSabine,JohnsonUwe+anonymous1,299
uj0862,0367_000012.xml,letters-leipzig,Postkarte,"Johnson, Uwe + anonymous1","Klemm, Eberhardt",1963-06-10,1963,6,JohnsonUwe+anonymous1,KlemmEberhardt,27
uj0863,0391_101356.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-08-22,1963,8,BierwischManfred,JohnsonUwe,1277
uj0864,0365_101333.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-06-05,1963,6,BierwischManfred,JohnsonUwe,83
uj0865,0406_101370.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1963-11-08,1963,11,BaumgärtnerKlaus,JohnsonUwe,1234
uj0866,0390_101355.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-19,1963,8,JohnsonUwe,BierwischManfred,879
uj0867,0356_101317.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-02-15,1963,2,BierwischManfred,JohnsonUwe,423
uj0868,0370_101330.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-06-11,1963,6,JohnsonUwe,BierwischManfred,236
uj0869,0364_101326.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe + anonymous1 + anonymous2",1963-05-21,1963,5,BierwischManfred,JohnsonUwe+anonymous1+anonymous2,1187
uj0870,0362_101324.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe + anonymous1 + anonymous2",1963-05-10,1963,5,BierwischManfred,JohnsonUwe+anonymous1+anonymous2,65
uj0871,0378_000015.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1963-07-22,1963,7,JohnsonUwe,KlemmEberhardt,361
uj0872,0350_101310.xml,letters-leipzig,Brief + Photographie,"Bierwisch, Manfred","Johnson, Uwe + anonymous1",1963-01-01,1963,1,BierwischManfred,JohnsonUwe+anonymous1,543
uj0873,0389_103031.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt","Johnson, Uwe",1963-08-14,1963,8,KlemmEberhardt,JohnsonUwe,84
uj0874,0381_101343.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt + Jäckel, Erika","Johnson, Uwe + anonymous1 + anonymous2",1963-08-03,1963,8,KlemmEberhardt+JäckelErika,JohnsonUwe+anonymous1+anonymous2,63
uj0875,0404_101368.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-10-25,1963,10,BierwischManfred,JohnsonUwe,40
uj0876,0385_101351.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-08-08,1963,8,BierwischManfred,JohnsonUwe,61
uj0877,0352_101313.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe + anonymous1",1963-01-28,1963,1,BaumgärtnerKlaus,JohnsonUwe+anonymous1,506
uj0878,0382_101344.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-05,1963,8,JohnsonUwe,BierwischManfred,1431
uj0879,0373_101334.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Sabine",1963-06-29,1963,6,JohnsonUwe,BaumgärtnerSabine,130
uj0880,0407_s000040.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1963-11-15,1963,11,JohnsonUwe,BaumgärtnerKlaus,121
uj0881,0369_101329.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-06-11,1963,6,BierwischManfred,JohnsonUwe,526
uj0882,0409_101373.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-11-28,1963,11,BierwischManfred,JohnsonUwe,1156
uj0883,0396_101360.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe + anonymous1","Bierwisch, Manfred",1963-09-04,1963,9,JohnsonUwe+anonymous1,BierwischManfred,31
uj0884,0371_101331.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe + anonymous1",1963-06-19,1963,6,KlemmEberhardt,JohnsonUwe+anonymous1,320
uj0885,0360_101322.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-05-02,1963,5,BierwischManfred,JohnsonUwe,34
uj0886,0399_101363.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-09-22,1963,9,BierwischManfred,JohnsonUwe,124
uj0887,0366_101327.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-06-07,1963,6,JohnsonUwe,BierwischManfred,445
uj0888,0377_101338.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-07-16,1963,7,JohnsonUwe,BierwischManfred,1369
uj0889,0379_s000038.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Sabine",1963-07-27,1963,7,JohnsonUwe,BaumgärtnerSabine,85
uj0890,0401_101365.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-09-27,1963,9,BierwischManfred,JohnsonUwe,866
uj0891,0402_101366.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1963-09-29,1963,9,BaumgärtnerKlaus,JohnsonUwe,23
uj0892,0363_101325.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-05-16,1963,5,JohnsonUwe,BierwischManfred,291
uj0893,0411_101375.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-12-16,1963,12,BierwischManfred,JohnsonUwe,451
uj0894,0405_101369.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-10-31,1963,10,BierwischManfred,JohnsonUwe,43
uj0895,0392_101357.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-27,1963,8,JohnsonUwe,BierwischManfred,1100
uj0896,0383_101349.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1963-08-05,1963,8,JohnsonUwe,KlemmEberhardt,243
uj0897,0380_101341.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-07-29,1963,7,BierwischManfred,JohnsonUwe,1375
uj0898,0394_101359.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-08-28,1963,8,BierwischManfred,JohnsonUwe,27
uj0899,0357_101318.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1963-02-19,1963,2,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,265
uj0900,0398_101379.xml,letters-leipzig,Dokument + Fragebogen + Interview,"Baumgärtner, Klaus + Baumgärtner, Sabine + Menzhausen, Joachim","Johnson, Uwe",1963-09-07,1963,9,BaumgärtnerKlaus+BaumgärtnerSabine+MenzhausenJoachim,JohnsonUwe,338
uj0901,0368_101328.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe + anonymous1",1963-06-10,1963,6,BierwischManfred,JohnsonUwe+anonymous1,516
uj0902,0351_101311.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-01-06,1963,1,JohnsonUwe,BierwischManfred,510
uj0903,0410_101374.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-12-13,1963,12,JohnsonUwe,BierwischManfred,440
uj0904,0403_101367.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-10-02,1963,10,BierwischManfred,JohnsonUwe,348
uj0905,0372_000013.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1963-06-22,1963,6,JohnsonUwe,KlemmEberhardt,377
uj0906,0376_101337.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1963-07-15,1963,7,KlemmEberhardt,JohnsonUwe,291
uj0907,0361_101323.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1963-05-09,1963,5,BierwischManfred,JohnsonUwe,24
uj0908,0359_101321.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1963-04-03,1963,4,BierwischManfred,JohnsonUwe,65
uj0909,0355_s000037.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1963-02-11,1963,2,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,84
uj0910,1022_101705.xml,letters-leipzig,Brief,"Baumgärtner, Sabine","Johnson, Uwe",0000-00-00,0,0,BaumgärtnerSabine,JohnsonUwe,25
uj0911,1026_101709.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt","Johnson, Uwe",1977-09-19,1977,9,KlemmEberhardt,JohnsonUwe,53
uj0912,1029_101712.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1977-09-27,1977,9,JohnsonUwe,BierwischManfred,482
uj0913,1008_101691.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-01-12,1977,1,JohnsonUwe,KlemmErika,421
uj0914,1022a_000041.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1977-07-06,1977,7,JohnsonUwe,KlemmEberhardt,66
uj0915,1019_101702.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1977-06-12,1977,6,BierwischManfred,JohnsonUwe,410
uj0916,1023_101706.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1977-07-07,1977,7,BierwischManfred,JohnsonUwe,362
uj0917,1031_101715.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1977-12-05,1977,12,JohnsonUwe,KlemmEberhardt,57
uj0918,1028_000042.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1977-09-26,1977,9,JohnsonUwe,KlemmEberhardt,845
uj0919,1013_101695.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1977-05-04,1977,5,KlemmErika,JohnsonUwe,9
uj0920,1018_101701.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-06-10,1977,6,JohnsonUwe,KlemmErika,78
uj0921,1021_000248.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1977-06-21,1977,6,JohnsonUwe,BierwischManfred,427
uj0922,1027_101710.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1977-09-22,1977,9,BierwischManfred,JohnsonUwe,62
uj0923,1009_000109.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1977-01-18,1977,1,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,43
uj0924,1032_101716.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1977-10-29,1977,10,KlemmErika,JohnsonUwe,127
uj0925,1017_101700.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1977-06-10,1977,6,KlemmErika,JohnsonUwe,37
uj0926,1025_101708.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1977-08-10,1977,8,BierwischManfred,JohnsonUwe,173
uj0927,1004_000108.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1977-01-03,1977,1,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,678
uj0928,1012_101694.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-04-06,1977,4,JohnsonUwe,KlemmErika,501
uj0929,1011_101693.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1977-03-10,1977,3,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,46
uj0930,1006_101689.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",0000-00-00,0,0,KlemmErika,JohnsonUwe,43
uj0931,1020_101703.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-06-13,1977,6,JohnsonUwe,KlemmErika,179
uj0932,1010_101692.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-01-26,1977,1,JohnsonUwe,KlemmErika,190
uj0933,1007_101690.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1977-01-09,1977,1,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,86
uj0934,1005_101688.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1977-01-07,1977,1,KlemmErika,JohnsonUwe,54
uj0935,1030_101713.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-11-29,1977,11,JohnsonUwe,KlemmErika,963
uj0936,1015_000247.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1977-06-09,1977,6,JohnsonUwe,BierwischManfred,262
uj0937,1016_101697.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-06-09,1977,6,JohnsonUwe,KlemmErika,191
uj0938,1024_101707.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1977-08-03,1977,8,KlemmEberhardt,JohnsonUwe,301
uj0939,1014_101696.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1977-05-04,1977,5,JohnsonUwe,KlemmErika,528
uj0940,0224_060196.xml,letters-leipzig,Dokument + Notiz,"Baumgärtner, Klaus","Johnson, Uwe",1960-12-16,1960,12,BaumgärtnerKlaus,JohnsonUwe,14
uj0941,0216_060188.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-08-23,1960,8,BaumgärtnerKlaus,JohnsonUwe,394
uj0942,0222_060193.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1960-10-26,1960,10,JohnsonUwe,BaumgärtnerKlaus,445
uj0943,0221_060192.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-10-23,1960,10,BaumgärtnerKlaus,JohnsonUwe,219
uj0944,0220_060191.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1960-10-22,1960,10,BierwischManfred,JohnsonUwe,341
uj0945,0214_060184.xml,letters-leipzig,Verschiedenes + Notiz,"Johnson, Uwe","Baumgärtner, Klaus",1960-08-10,1960,8,JohnsonUwe,BaumgärtnerKlaus,135
uj0946,0219_060190.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-10-15,1960,10,BaumgärtnerKlaus,JohnsonUwe,281
uj0947,0198_060167.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-06-20,1960,6,BaumgärtnerKlaus,JohnsonUwe,146
uj0948,0209_060181.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe + Schmidt, Elisabeth",1960-08-06,1960,8,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe+SchmidtElisabeth,284
uj0949,0202_060171.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine + Bierwisch, Manfred",1960-07-23,1960,7,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine+BierwischManfred,421
uj0950,0206_060178.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-08-01,1960,8,BaumgärtnerKlaus,JohnsonUwe,391
uj0951,0215_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1960-08-23,1960,8,JohnsonUwe,BaumgärtnerKlaus,0
uj0952,0196_060165.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-02-22,1960,2,BaumgärtnerKlaus,JohnsonUwe,244
uj0953,0211_060183.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus","Johnson, Uwe",0000-00-00,0,0,BaumgärtnerKlaus,JohnsonUwe,141
uj0954,0217_101920.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1960-08-28,1960,8,BierwischManfred,JohnsonUwe,170
uj0955,0200_060169.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1960-07-14,1960,7,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,1409
uj0956,0218_060189.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe + Schmidt, Elisabeth",1960-09-16,1960,9,BierwischManfred,JohnsonUwe+SchmidtElisabeth,1017
uj0957,0201_060170.xml,letters-leipzig,Brief,"Bierwisch, Manfred + Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1960-07-19,1960,7,BierwischManfred+BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,144
uj0958,0210_060182.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe + Schmidt, Elisabeth",1960-08-08,1960,8,BaumgärtnerKlaus,JohnsonUwe+SchmidtElisabeth,554
uj0959,0195_060164.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",0000-00-00,0,0,BaumgärtnerKlaus,JohnsonUwe,29
uj0960,0223_060194.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus","Johnson, Uwe",1960-11-01,1960,11,BaumgärtnerKlaus,JohnsonUwe,87
uj0961,0197_060166.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1960-03,1960,3,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,427
uj0962,0207_060179.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1960-08-08,1960,8,BierwischManfred,JohnsonUwe,737
uj0963,0203_060172.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-07-25,1960,7,BaumgärtnerKlaus,JohnsonUwe,531
uj0964,0205_060174.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1960-07-30,1960,7,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,385
uj0965,0208_060180.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Sabine + Baumgärtner, Klaus",1960-08-04,1960,8,JohnsonUwe,BaumgärtnerSabine+BaumgärtnerKlaus,430
uj0966,0213_060187.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe + Schmidt, Elisabeth",1960-08-23,1960,8,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe+SchmidtElisabeth,788
uj0967,0204_060173.xml,letters-leipzig,Brief,"Baumgärtner, Sabine","Johnson, Uwe",0000-00-00,0,0,BaumgärtnerSabine,JohnsonUwe,83
uj0968,0194_060162.xml,letters-leipzig,Dokument + Vertrag,"Johnson, Uwe + Baumgärtner, Klaus + Bierwisch, Manfred + Menzhausen, Joachim + Klemm, Eberhardt",,1960-01-23,1960,1,JohnsonUwe+BaumgärtnerKlaus+BierwischManfred+MenzhausenJoachim+KlemmEberhardt,,426
uj0969,0199_060168.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt","Johnson, Uwe",1960-06-24,1960,6,KlemmEberhardt,JohnsonUwe,78
uj0970,0212_060186.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1960-08-10,1960,8,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,852
uj0971,0225_060197.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-12-23,1960,12,BaumgärtnerKlaus,JohnsonUwe,79
uj0972,1130_101864.xml,letters-leipzig,Brief,"Klemm, Ine","Johnson, Uwe",0000-00-00,0,0,KlemmIne,JohnsonUwe,369
uj0973,1134_101868.xml,letters-leipzig,Brief,"Johnson, Uwe","Menzhausen, Joachim",1983-12-10,1983,12,JohnsonUwe,MenzhausenJoachim,488
uj0974,1131_101865.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1983-10-31,1983,10,KlemmErika,JohnsonUwe,42
uj0975,1135_101869.xml,letters-leipzig,Brief,"Menzhausen, Joachim + Menzhausen, Ingelore","Johnson, Uwe",1983-12-11,1983,12,MenzhausenJoachim+MenzhausenIngelore,JohnsonUwe,335
uj0976,1129_101863.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1983-04-22,1983,4,KlemmEberhardt,JohnsonUwe,132
uj0977,1132_101866.xml,letters-leipzig,Brief + Photographie,"Klemm, Erika","Johnson, Uwe",1983-11-14,1983,11,KlemmErika,JohnsonUwe,40
uj0978,1133_101867.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1983-12-05,1983,12,BierwischManfred,JohnsonUwe,46
uj0979,0729_s000238.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1969-12-16,1969,12,JohnsonUwe,BierwischManfred,71
uj0980,0698_101143.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1969-08-28,1969,8,JohnsonUwe,KlemmErika,295
uj0981,0649_s000208.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1969-01-31,1969,1,JohnsonUwe,BierwischManfred,373
