idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens
uj1144,0482_s000052.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-23,1964,7,JohnsonUwe,BaumgärtnerKlaus,246
uj1145,0494_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1964-08-12,1964,8,JohnsonUwe,KlemmEberhardt,0
uj1146,0420_101381.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-01-31,1964,1,JohnsonUwe,BierwischManfred,700
uj1147,0445_101406.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-04-24,1964,4,BaumgärtnerKlaus,JohnsonUwe,134
uj1148,0427_101390.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-02-19,1964,2,JohnsonUwe,BierwischManfred,328
uj1149,0514_101465.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-10-16,1964,10,JohnsonUwe,BaumgärtnerKlaus,97
uj1150,0491_s000054.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1964-08-05,1964,8,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,352
uj1151,0413_101377.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-01-03,1964,1,JohnsonUwe,BierwischManfred,1013
uj1152,0441_s000044.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1964-04-06,1964,4,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,145
uj1153,0502_s000058.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-09-09,1964,9,JohnsonUwe,BaumgärtnerKlaus,210
uj1154,0468_101426.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-06-20,1964,6,JohnsonUwe,BierwischManfred,449
uj1155,0474_101433.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-07-10,1964,7,BaumgärtnerKlaus,JohnsonUwe,975
uj1156,0433_101395.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-03-12,1964,3,JohnsonUwe,BierwischManfred,467
uj1157,0484_101442.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-27,1964,7,JohnsonUwe,BaumgärtnerKlaus,126
uj1158,0485_101443.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-07-28,1964,7,BaumgärtnerKlaus,JohnsonUwe,498
uj1159,0519_101472.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-11-23,1964,11,JohnsonUwe,BierwischManfred,986
uj1160,0418_s000042.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-01-26,1964,1,JohnsonUwe,BaumgärtnerKlaus,31
uj1161,0475_s000049.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-13,1964,7,JohnsonUwe,BaumgärtnerKlaus,159
uj1162,0470_101429.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-07-01,1964,7,JohnsonUwe,BierwischManfred,463
uj1163,0458_101417.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-06-02,1964,6,BierwischManfred,JohnsonUwe,664
uj1164,0503_101455.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-08-27,1964,8,JohnsonUwe,BierwischManfred,85
uj1165,0449_101410.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",0000-00-00,0,0,BaumgärtnerKlaus,JohnsonUwe,71
uj1166,0435_101397.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-03-18,1964,3,BierwischManfred,JohnsonUwe,405
uj1167,0421_101382.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-02-04,1964,2,BierwischManfred,JohnsonUwe,1863
uj1168,0464_101423.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-06-14,1964,6,BierwischManfred,JohnsonUwe,1646
uj1169,0436_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-03-18,1964,3,JohnsonUwe,BierwischManfred,0
uj1170,0450_101411.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe + anonymous1",1964-05-05,1964,5,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe+anonymous1,281
uj1171,0467_101427.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-06-19,1964,6,BierwischManfred,JohnsonUwe,31
uj1172,0489_s000053.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-30,1964,7,JohnsonUwe,BaumgärtnerKlaus,445
uj1173,0432_101394.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-03-11,1964,3,BierwischManfred,JohnsonUwe,278
uj1174,0469_101428.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-06-27,1964,6,BierwischManfred,JohnsonUwe,1128
uj1175,0483_101441.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-07-27,1964,7,JohnsonUwe,BierwischManfred,178
uj1176,0422_101386.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-02-10,1964,2,JohnsonUwe,BierwischManfred,492
uj1177,1083_101780.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1980-09-26,1980,9,JohnsonUwe,KlemmErika,243
uj1178,1074_101768.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1980-06-04,1980,6,JohnsonUwe,KlemmErika,402
uj1179,1084_101781.xml,letters-leipzig,Brief + Postkarte,"Menzhausen, Joachim","Johnson, Uwe",1980-09-28,1980,9,MenzhausenJoachim,JohnsonUwe,44
uj1180,1080a_000051.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1980-09-08,1980,9,JohnsonUwe,KlemmEberhardt,137
uj1181,1086_101787.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1980-10-14,1980,10,BierwischManfred,JohnsonUwe,519
uj1182,1076_101770.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1980-07-21,1980,7,JohnsonUwe,BierwischManfred,44
uj1183,1078_101773.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1980-08-04,1980,8,KlemmErika,JohnsonUwe,28
uj1184,1082_101779.xml,letters-leipzig,Brief + Telegramm,"Klemm, Eberhardt","Johnson, Uwe",1980-09-20,1980,9,KlemmEberhardt,JohnsonUwe,9
uj1185,1077_101771.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1980-07-29,1980,7,JohnsonUwe,BierwischManfred,62
uj1186,1079_101776.xml,letters-leipzig,Brief,"Johnson, Uwe","Menzhausen, Joachim + Menzhausen, Ingelore",1980-09-02,1980,9,JohnsonUwe,MenzhausenJoachim+MenzhausenIngelore,2070
uj1187,1075_101769.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1980-07-20,1980,7,BierwischManfred,JohnsonUwe,14
uj1188,1069_101763.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt","Johnson, Uwe",1980-02-12,1980,2,KlemmEberhardt,JohnsonUwe,71
uj1189,1088_101796.xml,letters-leipzig,Brief,"Johnson, Uwe","Menzhausen, Joachim + Menzhausen, Ingelore",1980-12-01,1980,12,JohnsonUwe,MenzhausenJoachim+MenzhausenIngelore,840
uj1190,1071_101765.xml,letters-leipzig,Brief,"Klemm, Ine","Johnson, Uwe",1980-04-25,1980,4,KlemmIne,JohnsonUwe,318
uj1191,1070_101764.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1980-04-01,1980,4,JohnsonUwe,KlemmErika,67
uj1192,1085_101786.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt + Klemm, Erika",1980-10-06,1980,10,JohnsonUwe,KlemmEberhardt+KlemmErika,373
uj1193,1080_101777.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1980-09-02,1980,9,BierwischManfred,JohnsonUwe,44
uj1194,1072_101766.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Ine",1980-05-02,1980,5,JohnsonUwe,KlemmIne,537
uj1195,1087_101788.xml,letters-leipzig,Brief,"Johnson, Uwe","Menzhausen, Joachim + Menzhausen, Ingelore",1980-10-29,1980,10,JohnsonUwe,MenzhausenJoachim+MenzhausenIngelore,1040
uj1196,1073_101767.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1980-05-19,1980,5,KlemmErika,JohnsonUwe,68
uj1197,1081_101778.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1980-09-13,1980,9,JohnsonUwe,BierwischManfred,500
uj1198,0945_101621.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-01-11,1975,1,JohnsonUwe,KlemmErika,975
uj1199,0947_101622.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-01-22,1975,1,JohnsonUwe,KlemmErika,307
uj1200,0968_101651.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-11-19,1975,11,JohnsonUwe,KlemmErika,1066
uj1201,0974_101658.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-12-15,1975,12,KlemmErika,JohnsonUwe,276
uj1202,0950_101626.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-02-06,1975,2,KlemmErika,JohnsonUwe,72
uj1203,0973_101657.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-12-09,1975,12,KlemmErika,JohnsonUwe,529
uj1204,0967_101650.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-11-19,1975,11,KlemmErika,JohnsonUwe,442
uj1205,0946_101620.xml,letters-leipzig,Brief + Umschlag + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe + anonymous1",1975-01-19,1975,1,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe+anonymous1,123
uj1206,0956_101633.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-09-24,1975,9,JohnsonUwe,KlemmErika,571
uj1207,0959_101643.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-10-27,1975,10,KlemmErika,JohnsonUwe,217
uj1208,0961_101642.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-11-02,1975,11,KlemmErika,JohnsonUwe,39
uj1209,0970_101653.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-11-29,1975,11,JohnsonUwe,KlemmErika,1013
uj1210,0963_101646.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-11-03,1975,11,JohnsonUwe,KlemmErika,1077
uj1211,0960_101640.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-10-28,1975,10,JohnsonUwe,KlemmErika,1078
uj1212,0976_s000103.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1975-12-19,1975,12,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,1081
uj1213,0954_101631.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-09-14,1975,9,KlemmErika,JohnsonUwe,144
uj1214,0966_101649.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1975-11-15,1975,11,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,191
uj1215,0955_101632.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-09-23,1975,9,JohnsonUwe,KlemmErika,1149
uj1216,0962_000039.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1975-11-02,1975,11,JohnsonUwe,KlemmEberhardt,662
uj1217,0949_101625.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-02-06,1975,2,KlemmErika,JohnsonUwe,83
uj1218,0969_101652.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-11-29,1975,11,KlemmErika,JohnsonUwe,165
uj1219,0953_101629.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-09-14,1975,9,JohnsonUwe,KlemmErika,491
uj1220,xxxx_256720.xml,letters-leipzig,Brief + Postkarte,"Klemm, Erika","Johnson, Uwe",1975,1975,,KlemmErika,JohnsonUwe,23
uj1221,0975_101659.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-12-15,1975,12,JohnsonUwe,KlemmErika,1527
uj1222,0964_101647.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus","Johnson, Uwe",1975-11-06,1975,11,BaumgärtnerKlaus,JohnsonUwe,59
uj1223,0972_101655.xml,letters-leipzig,Brief,"Bierwisch, Manfred","anonymous1 + Johnson, Uwe",1975-12-12,1975,12,BierwischManfred,anonymous1+JohnsonUwe,518
uj1224,0965_s000102.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1975-11-10,1975,11,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,1027
uj1225,0958_101637.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1975-10-01,1975,10,KlemmErika,JohnsonUwe,571
uj1226,0971_101654.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1975-12-03,1975,12,KlemmEberhardt,JohnsonUwe,70
uj1227,0957_101635.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-09-29,1975,9,JohnsonUwe,KlemmErika,531
uj1228,0952_s000101.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1975-06-06,1975,6,JohnsonUwe,BaumgärtnerKlaus,447
uj1229,0944_S000099.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1975-01-10,1975,1,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,53
uj1230,0951_101627.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1975-02-11,1975,2,JohnsonUwe,KlemmErika,883
uj1231,0948_s000100.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Sabine",1975-02-01,1975,2,JohnsonUwe,BaumgärtnerSabine,424
