,segmentID,idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,uj0295,uj0295,0546_100995.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-17,1966,4.0,JohnsonUwe,BierwischManfred,461,0.00023834341197758293,0.0003602067974400113,0.0318234209185696,0.0004237937783662966,0.0002794800805220305,0.00024253337123168416,0.0004541915429102977,0.0006003587924129694,0.00022745914984225208,0.1222397035050684,0.00016347558041241388,0.0274416040181323,0.1630132058362726,0.0001972016632259206,0.00028102342688911687,0.0002867821139591001,0.00021567260254401507,0.0002693603789743473,0.0003379567556793048,0.0004427807692687828,0.0138253153559251,0.0008077786376437792,0.00011941289724442642,0.0002620391425840677,0.0274903036557328,0.0003077989737240224,0.0002111700870247603,0.00026433588358533384,0.00032839275724262526,0.0003282245045648186,0.00029061019426491856,0.0004125709738573619,0.00017900136246477483,0.6039895956109997,0.0003891180129316437,0.00019923742314747691,0.0003922555951827849,0.00013211611660377155,0.0003152673830706954,0.0002169009385060054
1,uj0008,uj0008,0585_101037.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1967-01-22,1967,1.0,BierwischManfred,JohnsonUwe,712,0.0001874976021756583,0.0536158740669972,0.1956985618766973,0.0003333858343360316,0.0002198585835410849,0.0001907937172511259,0.0003572988425295893,0.0004722842267320264,0.00017893528012575082,0.0001637842081464059,0.00012860132817299973,0.0002544814331472247,0.00023956750320730595,0.00015513262436382935,0.00022107268776471,0.0002256028738870912,0.00016966315744355444,0.000211897718337467,0.00026586042720112715,0.0003483223296945944,0.00020945822688286505,0.0006354551879167258,9.393853900305856e-05,0.362867207683999,0.0002927919750714287,0.00024213620610084516,0.00016612116374373128,0.00020794509875479827,0.00025833671694116904,0.00025820435761398383,0.00022861430966507836,0.00032455719117089417,0.00014081499450665675,0.3791419521750453,0.00030610745135637324,0.00015673409553825825,0.0003085756930578608,0.00010393178005816536,0.0002480113793768708,0.00017062945244465555
2,uj0495,uj0495,0294_060266.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1962-05-04,1962,5.0,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,630,0.00018551876588091811,0.0002803732646458628,0.0353242451427619,0.00032986730406427746,0.0002175382117615372,0.0001887800939934204,0.00035352793607818943,0.000467299772752636,0.0001770468099660599,0.0001620556413176859,0.00012724407894534236,0.0002517956542870906,0.00023703912489800487,0.0001534953657321065,0.00021873950241594632,0.5068117917862471,0.00016787254460406338,0.00020966136496039305,0.00026305455525089364,0.0003446461607181914,0.0002072476197242763,0.0006287486392732265,9.294711837528988e-05,0.0002039627524895147,0.00028970186948950666,0.0002395807178847657,0.00016436793285263648,0.0002057504610423447,0.0002556102496913732,0.0002554792872750686,0.0002262015305777042,0.000321131837768208,0.00013932884311730536,0.4490180148837523,0.0003028768151892669,0.00015507993509420196,0.000305319007244218,0.00010283489147842037,0.00024539388500187745,0.00016882864139677452
3,uj0878,uj0878,0382_101344.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-05,1963,8.0,JohnsonUwe,BierwischManfred,1431,8.072585394181526e-05,0.00012200044078300884,0.1898817386567623,0.00014353706850964008,9.465866068070794e-05,8.214497451226572e-05,0.00015383265620965808,0.00020333885374424453,7.703940274892982e-05,7.051620880151777e-05,5.53684522594113e-05,0.00010956529984794492,0.3904564630752669,6.679132655932597e-05,0.0046875733719325,9.713182694038446e-05,7.30473515830043e-05,9.123116275955764e-05,0.0001144644505642273,0.00014996787791054283,9.018085582991482e-05,0.0002735910331177241,4.044461737683445e-05,8.875149254500687e-05,0.00012605965058053569,0.00010425014390002544,7.152236959519798e-05,8.952938851063075e-05,0.00011122516681607088,0.0001111681803821634,9.842838071999596e-05,0.00013973595452000307,6.062696561160426e-05,0.4112262300460207,0.00013179254092831255,6.748082939359613e-05,0.00013285522608681767,4.474714129425569e-05,0.00010677966094056324,7.346338351204472e-05
4,uj0229,uj0229,0628_101073.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-09-22,1968,9.0,JohnsonUwe,BierwischManfred,427,0.00023205063681304623,0.00035069656860582394,0.0177821466609447,0.0004126047174173856,0.0002721012094422745,0.00023612997219331827,0.00044219991604948334,0.0005845080379601342,0.00022145374244626927,0.0002027024845079759,0.0001591594759147397,0.0003149511136872373,0.00029649334729563804,0.00019199511810492464,0.00027360380816876745,0.0002792104535998665,0.000209978385172118,0.00026224868963057224,0.00032903397547245705,0.0136321583835148,0.000259229528110789,0.0007864515562395483,0.00011626014169783816,0.0002551207495187515,0.2907858603676543,0.0002996724233761463,0.00020559474567969537,0.00025735685165187265,0.0003197224870226769,0.0003195586765749428,0.0002829374644090438,0.0004016782189187756,0.00017427534415870766,0.6672493880324017,0.0003788444662557221,0.0001939771296162815,0.0003818992096337312,0.00012862796893272352,0.00030694365076395835,0.00021117429044105424
5,uj1147,uj1147,0445_101406.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-04-24,1964,4.0,BaumgärtnerKlaus,JohnsonUwe,134,0.000889968798646212,0.0013450038669918,0.0175695147965172,0.0015824361859931,0.3048187851707841,0.0009056140097842476,0.0016959407371291,0.0022417258727953,0.0008493272150741773,0.0007774117283095662,0.0006104140437551171,0.0012079116357105,0.0011371217580923,0.0007363464584819913,0.0010493349891436,0.0010708377937352,0.0008053165195312884,0.0010057854374478,0.0012619227246548,0.0016533331717465,0.0009942062425463368,0.2055330354545841,0.0004458850019042322,0.0009784481097625643,0.0013897549583778,0.0011493142629655,0.0007885042305139021,0.0009870240876456477,0.0012262109752579,0.0012255827236427,0.0010851317572336,0.0015405304930126,0.0006683869555571944,0.4326319301188757,0.0014529576782803,0.0007439479390376613,0.0014646733379813,0.0004933185297637687,0.0011772011310728,0.0008099030976596962
6,uj0297,uj0297,0543_100992.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-13,1966,4.0,JohnsonUwe,BierwischManfred,460,0.0002991955503695438,0.0004521722254150299,0.0739900643458657,0.0005319937803584784,0.0343925497279595,0.00030445526010792204,0.0005701524851335935,0.0007536381132786982,0.0002855323961295056,0.0002613553759065921,0.0002052129985370565,0.0004060836595551884,0.00038228505400093497,0.0002475497840410965,0.0003527723219919865,0.00036000127593291474,0.0002707365917202595,0.000338131547947122,0.0004242414618369452,0.0005558283942284233,0.00033423877822680504,0.0010140149126056,0.00014990054566991045,0.323725231596603,0.00046721694095699066,0.00038638401029184407,0.00026508452608247485,0.0003318242342656912,0.0004122356515976216,0.0004120244418472877,0.0003648067143734196,0.0005179056495228909,0.0002247027124231304,0.5199039037090558,0.0004884648460463273,0.0002501052996523591,0.0345341182819093,0.00016584706030670594,0.00039575920059529176,0.0002722785376508689
7,uj0952,uj0952,0196_060165.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-02-22,1960,2.0,BaumgärtnerKlaus,JohnsonUwe,244,0.0004656290798829839,0.0007037021005445862,0.0091923189005471,0.0008279259973814236,0.0005459939154992665,0.0004738146087215903,0.1068435149078556,0.0276619153538048,0.00044436552188811904,0.00040673954895234813,0.00031936684743746256,0.0006319758449637853,0.0005949387874506027,0.00038525431954425376,0.0005490090059642582,0.000560259210614272,0.0004213392543360226,0.0799933767527925,0.0006602342891776408,0.0008650190935585595,0.0005201658065259857,0.0015780810582277,0.00023328573258535527,0.0005119211974116626,0.0007271157410424213,0.0006013178704411728,0.0004125431137546893,0.0005164081240284959,0.0006415500060454843,0.0006412213066327129,0.0005677377706286938,0.0008060010610307877,0.00034969810581595936,0.7561327823812272,0.0007601832197665164,0.00038923139200147823,0.0007663128187536848,0.0002581028160229285,0.0006159081985036405,0.0004237389386361808
8,uj1143,uj1143,0471_s000047.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-04,1964,7.0,JohnsonUwe,BaumgärtnerKlaus,131,0.0007726177394597139,0.0011676519995539,0.4108320391918941,0.0013737765534264,0.0009059670088857298,0.0007861999770406565,0.0893788113439974,0.0019461324699945,0.0007373351447493672,0.0006749024157584862,0.0005299250033685986,0.001048636714983,0.000987181172603103,0.0006392520019543763,0.0009109699446557932,0.0009296373949089804,0.000699127688314803,0.0008731628257580948,0.0010955259154913,0.0014353250806901,0.000863110460548005,0.00261850789087,0.0003870907190839464,0.0008494301911407805,0.0012065022234241,0.0009977659768881763,0.0006845322634465206,0.0008568753427638075,0.001064523108277,0.0010639776977599,0.0009420465600199918,0.0013373965344523,0.0005802536217814605,0.46349169089037,0.001261371048773,0.0006458511532194572,0.0012715418845688,0.00042826967403740326,0.0010219756896673,0.000703109481419029
9,uj0453,uj0453,0146_060124.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1958-11-21,1958,11.0,BaumgärtnerKlaus,JohnsonUwe,194,0.0007101876325278249,0.0010733017983245,0.0140203253608235,0.0012627707963091,0.0008327618333469807,0.0007226723797183119,0.0013533464755634,0.0017888784334896,0.0006777559899094424,0.0006203680350000834,0.0004871052842027946,0.0009639033482668106,0.0009074136200099452,0.0005875982943054377,0.0008373605151125779,0.000854519572720953,0.0006426358242125636,0.0008026083383357017,0.0010070037439727,0.001319345995959,0.0007933682379791513,0.002406923663276,0.00035581248956561846,0.0007807933802630269,0.0011090127936906,0.0009171431365768872,0.0006292197586687001,0.0007876369386424472,0.5262003257750927,0.000978004728137528,0.0008659260356349407,0.0012293304049915,0.0005333671813008619,0.4260400063813365,0.0011594480337633,0.000593664211995754,0.0011687970318846,0.0003936640467261053,0.0009393966232944528,0.0006462958750675742
