,segmentID,idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,uj0295,uj0295,0546_100995.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-17,1966,4.0,JohnsonUwe,BierwischManfred,461,6.73871412034148e-05,6.01019990655919e-05,3.719313429174117e-05,9.472873516753738e-05,9.057492733467936e-05,7.386545941463235e-05,5.0778885445448686e-05,8.119818702815982e-05,4.933287326812019e-05,0.001450321290243,0.0001372160617918278,3.802724442522035e-05,0.0461758001901362,6.995001700139608e-05,6.884197058990871e-05,0.098007251944337,6.991966806587122e-05,5.402365590932631e-05,5.564429401178647e-05,7.776071694481696e-05,6.742587199926007e-05,7.332036004685599e-05,0.1786321295627484,7.701074206491366e-05,0.0004368370472285301,0.1157621103733288,4.840951927608232e-05,1.850305987105401e-05,7.226446547644252e-05,9.146785371049026e-05,7.717308073516454e-05,7.008479211979622e-05,7.700886041639696e-05,8.062494083740574e-05,0.00011490266933724212,6.782743526931343e-05,0.00023603482987721405,9.062001433628452e-05,0.1735760307245376,0.0058299461110325,8.182745204019347e-05,2.396753232850972e-05,6.290075656811597e-05,6.843212726640134e-05,5.3524422699367646e-05,7.505158984710948e-05,0.000109854767509292,3.22388514187971e-05,4.606163225687701e-06,9.40476990569272e-05,8.135524762579186e-05,6.796700358340439e-05,6.819032669772444e-05,5.092167117568432e-05,7.697748562705385e-05,0.00013838774813558833,5.4334917610887074e-05,8.912431599971465e-05,4.5566106837066114e-05,0.376411073104821
1,uj0008,uj0008,0585_101037.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1967-01-22,1967,1.0,BierwischManfred,JohnsonUwe,712,4.94447074274701e-05,4.409930005242131e-05,2.729012702608249e-05,6.950635554036284e-05,6.645853648560242e-05,5.419811501911715e-05,3.725854947258097e-05,5.957843780802667e-05,3.6197551071881e-05,0.2715495077718985,0.00010068104846838015,2.790214781781889e-05,7.040870909525131e-05,5.132519444236823e-05,5.051217537591651e-05,6.426721681536579e-05,5.130292618449345e-05,3.963937055195324e-05,4.082849915113312e-05,5.705622511987429e-05,4.947312579980054e-05,5.379815327155994e-05,5.337462611562738e-05,5.650593781205047e-05,0.00032052524573634945,0.00041273387736785386,3.552004840337508e-05,1.3576453393023106e-05,5.30234001483973e-05,6.711371316497763e-05,5.662505234801943e-05,5.1424084470625726e-05,5.65045571694126e-05,5.915782358282622e-05,8.430879788868945e-05,4.976776922949392e-05,0.00017318842879448525,6.649161866661407e-05,0.0005698412356923684,5.133685136416998e-05,6.004015533838498e-05,1.7585960801695822e-05,4.615286314178008e-05,5.021145653163799e-05,3.9273062684255296e-05,5.506842753211745e-05,8.060494542443124e-05,2.365496662617474e-05,3.3797307466985883e-06,6.900665143309086e-05,5.969367960578833e-05,4.987017622188349e-05,0.3804200540978501,3.736331721506477e-05,5.648153620054577e-05,0.0001015407627614843,3.986775601974734e-05,6.539416349444387e-05,3.343372015688669e-05,0.3438095688049695
2,uj0495,uj0495,0294_060266.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1962-05-04,1962,5.0,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,630,5.117496727907244e-05,4.564250360916999e-05,0.0918870576487543,7.193864936269159e-05,6.878417543585741e-05,5.60947148238114e-05,3.856236894357111e-05,6.166331573174847e-05,0.4243376935731129,0.0054756283855834,0.00010420426429967224,2.887855092857577e-05,7.287257972749979e-05,5.312125974318089e-05,0.0044265089583835,0.0044407453414507,5.309821223360112e-05,4.102650407902368e-05,4.225724484623127e-05,5.905284115312148e-05,5.12043801191882e-05,5.5680756881515046e-05,5.52424088868699e-05,5.848329718295477e-05,0.0484482625047349,0.0004271770178890779,3.676303105767605e-05,1.4051545540500298e-05,5.487889217667547e-05,6.946227925876345e-05,5.860657999314462e-05,5.32236103126069e-05,5.848186822633851e-05,6.122798260244802e-05,8.72590859116824e-05,5.150933425195703e-05,0.00017924895580932818,6.881841528919814e-05,0.0049640113332888,5.313332458536151e-05,6.214119052841747e-05,1.8201360983235204e-05,4.776792874304508e-05,5.196854787361045e-05,4.064737769484987e-05,5.699548290785134e-05,8.342562145154847e-05,2.448274458611721e-05,3.4980004812058995e-06,7.142145869316698e-05,6.178259028177558e-05,5.161532485757183e-05,5.178492031545734e-05,3.867080291097551e-05,5.845804166552368e-05,0.0001050940632914752,4.1262881629816615e-05,6.768255595362735e-05,3.460369418822315e-05,0.4127057627474816
3,uj0878,uj0878,0382_101344.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-05,1963,8.0,JohnsonUwe,BierwischManfred,1431,2.050290329296973e-05,1.828635927492861e-05,1.1316212884652878e-05,2.8821731587375004e-05,2.755791301941425e-05,2.247396675424248e-05,1.5449751377196943e-05,2.470498891142258e-05,1.5009794327487285e-05,0.0127088047058687,4.174873121071711e-05,1.1569995417892962e-05,2.919590444903233e-05,0.1051715962593941,2.0945543026402195e-05,2.664925327360124e-05,2.127343833007798e-05,1.643699039402878e-05,1.693007832882247e-05,2.3659119989954165e-05,2.0514687347724013e-05,2.2308117314379145e-05,2.213249616558845e-05,2.343093606405652e-05,0.00013291004150297955,0.00017114557277578613,0.0035197393117739,5.629656346677386e-06,2.198685566299955e-05,2.7829590713467637e-05,0.0017759855549391,0.2716596337785785,2.3430363562287183e-05,2.4530575647969007e-05,0.001787464986958,2.063686515115776e-05,0.1104796441440998,2.757163098425402e-05,0.1334266894317619,2.128750585548755e-05,2.4896446205158044e-05,7.292251737155735e-06,1.9137896428604696e-05,2.0820845971784968e-05,1.6285095981509874e-05,2.2834853373197237e-05,3.342390898755847e-05,9.808845443090583e-06,1.4014501503014163e-06,2.861452265603435e-05,2.4752775450321227e-05,2.067932956789168e-05,2.0747276836973287e-05,1.5493194710247683e-05,2.342081761241825e-05,4.210522313731925e-05,1.6531693455353813e-05,2.7116556651042896e-05,1.386373520576284e-05,0.3581233375361188
4,uj0229,uj0229,0628_101073.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-09-22,1968,9.0,JohnsonUwe,BierwischManfred,427,7.329786035121475e-05,6.537371753226054e-05,4.045545061944064e-05,0.00010303766382666352,9.851951361252176e-05,8.034441040626433e-05,5.523284691564005e-05,8.83203125592792e-05,5.366000086894339e-05,0.001577533124246,0.0440056836464353,4.136272294157013e-05,0.00010437533146178218,7.608553332536402e-05,7.48802969897447e-05,9.5271055859799e-05,0.3258666900204,5.876222548973804e-05,6.0525014401578136e-05,8.458133213021218e-05,7.333998833608636e-05,7.975149881180744e-05,7.91236533669531e-05,8.376557480570817e-05,0.0004751532757168106,0.0006118452647313451,5.265565685383181e-05,2.012601624403019e-05,7.860298870460245e-05,9.94907611180442e-05,8.394215266565525e-05,7.623212995538713e-05,0.0063489680953816,8.769678530339035e-05,0.0001249811115393658,7.377677387060992e-05,0.0002567381207957529,9.856855532416428e-05,0.0008447444729531891,7.610281378814364e-05,8.900477220769666e-05,2.6069793230660255e-05,6.841796207080951e-05,7.443450513456509e-05,5.8219203105159054e-05,8.163457973598251e-05,0.00011949044378518928,3.506661340693298e-05,5.01018299399603e-06,0.00010229689208834396,8.849114939174194e-05,7.392858412124532e-05,7.417149554550677e-05,5.538815679120465e-05,8.372940135043917e-05,0.0001505261338590131,5.9100788846578086e-05,9.694166500290092e-05,4.956284056642184e-05,0.6161789170661258
5,uj1147,uj1147,0445_101406.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-04-24,1964,4.0,BaumgärtnerKlaus,JohnsonUwe,134,0.00019960511512034907,0.00017802604811854904,0.00011016849386116108,0.0002805927028606934,0.0173297265659883,0.00021879431693606292,0.0001504103764311073,0.00024051433522599363,0.00014612719388371571,0.2090331989813015,0.0004064429403176818,0.00011263918257480731,0.00028423544633262063,0.00020719652068466887,0.00020391441481737893,0.0002594426355887103,0.1025757329051109,0.00016002159854878607,0.00016482203449595743,0.0002303323242450376,0.000199719838268198,0.0002171796969935342,0.00021546994500763116,0.00022811084964963088,0.2572155055754176,0.0016661802120464,0.00014339215903008977,5.480727227308599e-05,0.00021405206828695167,0.0002709337589286021,0.00022859170739764095,0.0002075957333911764,0.00022810527608378307,0.00023881634255477503,0.0003403492139763512,0.0002009092949110485,0.0006991505879116572,0.00026842240330689595,0.2240991028222972,0.0002072435789309251,0.00024237825930594585,7.099339672448431e-05,0.0001863161507035352,0.0002027004321152036,0.00015854283716247204,0.0002223077127753028,0.0003253969989470372,9.54935842933597e-05,1.3643756427523317e-05,0.0002785754294041875,0.0002409795589780531,0.0002013227053763654,0.00020198420303225092,0.00015083331709326114,0.00022801234190781316,0.0004099135518224092,0.00016094357604572496,0.00026399204710948515,0.00013496978560559284,0.1765751178860625
6,uj0297,uj0297,0543_100992.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-13,1966,4.0,JohnsonUwe,BierwischManfred,460,7.819706653525195e-05,6.974327647535789e-05,4.315948035377503e-05,0.00010992466922340388,0.00010510452725447598,8.57146058039076e-05,5.8924593221391504e-05,9.422361477564938e-05,5.724661863422189e-05,0.0484707571882811,0.00015922761111428587,4.412739447567719e-05,0.000111351746147126,8.117106670379113e-05,7.988527274642951e-05,0.00010163894359610652,8.113584933608372e-05,6.268987436144677e-05,6.457048753577771e-05,9.023472205784288e-05,7.8242010341527e-05,0.1337644598949166,8.441225374384758e-05,8.93644397675386e-05,0.0005069123728528398,0.007336709703427,5.617514457757624e-05,2.1471232908886782e-05,8.385678801743617e-05,0.0067901095841778,8.955282003671388e-05,8.132746180696103e-05,8.936225627389828e-05,9.355841115194668e-05,0.00013333481015495376,7.870799048530086e-05,0.0002738984169224569,0.00010515684689886852,0.2014202736768389,8.118950218732726e-05,9.49538234940422e-05,2.7812290100285527e-05,7.299099737184579e-05,7.94096843023287e-05,6.211055652960845e-05,8.709100965027229e-05,0.00012747714787615048,3.7410454938367817e-05,5.345062066723786e-06,0.00010913438453253772,9.440587028884922e-05,7.88699476858629e-05,0.066918818010601,5.909028396072434e-05,8.932584848977242e-05,0.0001605872538197824,6.305106718773615e-05,0.00010342121573463252,5.287560541164341e-05,0.5303687152598362
7,uj0952,uj0952,0196_060165.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-02-22,1960,2.0,BaumgärtnerKlaus,JohnsonUwe,244,0.00012236154905509452,0.00010913319033336584,6.753528113641041e-05,0.00017200840647239548,0.0001644659235620218,0.0001341248771536048,9.220428365762808e-05,0.00014743964156662342,8.957861521687399e-05,0.0758462842178063,0.0002491568803223959,6.90498580451856e-05,0.00017424147416590926,0.00012701521809456564,0.00012500322778138018,0.00015904303235130175,0.00012696011050732157,0.3347851420395528,0.00010103889094814849,0.00014119788450857117,0.00012243187642157913,0.00013313508589908737,0.00013208697697978948,0.00013983608036584365,0.0007932085681181527,0.0010213986331363,8.790198933878684e-05,3.359785008904036e-05,0.00013121779288194262,0.00016608729898447166,0.00014013085487042572,0.0001272599427106722,0.00013983266366907968,0.000146398741320108,0.000208640229568869,0.0105821312193373,0.0004285919672352573,0.00016454779252485558,0.0014101945373439,0.00012704406565142436,0.0001485822607705778,4.352023739799029e-05,0.00011421517329513984,0.0001242590344080054,9.718962930931406e-05,0.0001362786524066784,0.0001994742510733349,5.853929590889285e-05,8.363869685381417e-06,0.00017077178132450304,0.00014772483214866284,0.0001234144629758694,0.00012381997301413506,9.246355394009716e-05,0.00013977569333680645,0.0002512844280038811,9.866132570574412e-05,0.00016183190397232945,8.27389219578706e-05,0.5684384319506799
8,uj1143,uj1143,0471_s000047.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-04,1964,7.0,JohnsonUwe,BaumgärtnerKlaus,131,0.0002509926634472296,0.000223858150896174,0.0001385309373735764,0.0003528301857014021,0.0003373587578770657,0.00027512204946145315,0.00018913293363139548,0.0003024338006529259,0.00018374706265833783,0.0054019208559908,0.0005110800696071858,0.00014163769513583706,0.00035741073908913853,0.00026053844638344306,0.0002564113753269213,0.0003262351171657966,0.0002604254076044692,0.0002012185269131339,0.00020725481613028096,0.00028963047117002046,0.0002511369216162665,0.00027309175199344515,0.0002709418311133251,0.0002868370867161937,0.0016270595846371,0.0020951317252189,0.00018030790388668676,6.891718799793898e-05,0.0002691589276323768,0.0003406845848126607,0.00028744173939175023,0.0002610404348241094,0.0002868300782578373,0.00030029866647659944,0.0004279707745294481,0.0002526325991727461,0.0008791441447020989,0.0003375266906075189,0.2388848566177272,0.00026059761958928943,0.0003047775846236351,8.927036624437473e-05,0.0002342825076407488,0.00025488485757403634,0.0001993590642499146,0.0002795399551794681,0.0004091691708111242,0.0001200780303123074,1.715628761870452e-05,0.00035029357316296826,0.0003030187944220381,0.0002531524405291376,0.00025398423814321534,0.00018966475869614956,0.00028671321854541014,0.1292384688741145,0.0002023778638742913,0.00033195575670966963,0.0001697172236975189,0.6082027585007305
9,uj0453,uj0453,0146_060124.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1958-11-21,1958,11.0,BaumgärtnerKlaus,JohnsonUwe,194,0.00013992294840039308,0.00012479604808623542,7.722798322372626e-05,0.0001966951511249176,0.048028260381505,0.00015337455606027683,0.0001054374950640129,0.0001686002630598453,0.00010243498919031928,0.0388915959952481,0.00028491601796620125,7.895993307473342e-05,0.00019924870996809163,0.00014524451467599848,0.000142943762364934,0.00018186897911134865,0.00014518149801638633,0.00011217495034227986,0.00011554005023428644,0.00016146268546699878,0.00014000336919064752,0.0001522427094000924,0.00015104417529059955,0.0001599054344166013,0.4434288098008169,0.0011679903478193,0.00010051773300945215,3.841983270623859e-05,0.00015005024539503485,0.0001899242429114812,0.00016024251512629243,0.00014552436230865935,0.00015990152735356807,0.0001674099722159663,0.00023858439437593533,0.00014083717688320952,0.0004901037309463928,0.0001881637856062705,0.0016125864620629,0.00014527750245067926,0.0001699068716239803,4.976628670392203e-05,0.00013060740014268746,0.00014209276193394285,0.00011113834036848758,0.00015583744236671095,0.00022810290941620949,6.694088906284833e-05,9.564257035421298e-06,0.00019528104483012665,0.00016892638435696137,0.00014112697712791687,0.00014159068619827635,0.00010573397596537304,0.0001598363806066972,0.00028734891250500595,0.00011282125547154832,0.0001850581111788797,9.461365925175224e-05,0.4586602792213827
