year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.09005274836522274,0.04410223508105257,0.06044151021188133,0.0010578512613903,0.0008174466028450637,0.5474146005427893,0.0092164882032232,0.0009471820391691637,0.023402928998802443,0.003604019955661909,0.005127058443475964,0.014277774963754318,0.0099983311480945,0.04563441392768899,0.02769597118352722,0.0014888106827101184,0.0017372800570766183,0.03144806522197607,0.023290547774923186,0.058244735334734024
1955,0.0035782646708530565,0.0418823767327301,0.0008208721245932813,0.003582035909661394,0.0007246241968291188,0.46265182548598005,0.014088947880295945,0.003262938581854875,0.2381858204502108,0.006329016760254238,0.02766344750780796,0.006152298703697231,0.003783142844749125,0.0005169571210635846,0.1439171045883358,0.028452586957589218,0.0021437415317827127,0.0033722924832793938,0.0055651003147542625,0.003326605153676994
1956,0.0011831698173471801,0.09007558341493713,0.06417261026802637,0.00099347754524824,0.00545202765229514,0.5518161638580082,0.0076069708379163815,0.02119866544072338,0.0076299820214144,0.00074889298212618,0.00167569091742098,0.031311732026632164,0.007005590005206961,0.00054768964598652,0.07641442341545746,0.00647549230660852,0.00087397150751372,0.02261493640196132,0.00068030192504708,0.1015226280101216
1957,0.0352555126487398,0.07487044880581822,0.008081175133853362,0.002799361613545889,0.02036681428929634,0.46551339813287446,0.0023059172104000444,0.008094666164284529,0.22431074366806625,0.00602172489897598,0.017188315562643365,0.0058981641159936175,0.00753927362603878,0.0006155620853128407,0.05417119158298474,0.0135081094789403,0.012867905956704416,0.0019032142589329225,0.03660302098929936,0.0020854797772938555
1958,0.006262967759716732,0.1611548156313232,0.01277167706230134,0.008739368307590326,0.024552752172039068,0.5015108413314256,0.014411524905044952,0.015287236754912809,0.08698732883308649,0.002576865238624406,0.008258071360343327,0.02121190639719398,0.006663212308187498,0.0014459703930893308,0.10463181370475498,0.0026009880515396877,0.006823745925291673,0.003682472267637247,0.008245065901846345,0.0021813756940500246
1959,0.016432833063026273,0.1217261558365551,0.009349054640911236,0.0019179725324722928,0.032534168430742694,0.5118178921068621,0.017999899208243433,0.03582380992152786,0.010583583137606115,0.005052667728709724,0.0068150965078376865,0.017584030946264487,0.0072302281028240175,0.010380076950592603,0.1078149173232521,0.0013550637719591929,0.018204683621360622,0.000688151103082825,0.007068224306494951,0.05962149075967376
1960,0.00783979996567822,0.11580113087954044,0.02575164769687428,0.012628974322691252,0.01655004433170211,0.47689394067311214,0.021028402950156358,0.000731752478938252,0.02856778007725758,0.007206311499134852,0.01121782288883829,0.005417014101008652,0.025624677734515287,0.02771582878914705,0.029270751799053953,0.001898362572314376,0.039611128727914,0.009196193681045725,0.005623862496545804,0.1314245723345304
1961,0.025139639871585993,0.0808254977918157,0.014385693108725294,0.0013679421746003034,0.012501616783832204,0.5346810462856532,0.0030966743989016133,0.002301225782310423,0.013184454767022132,0.004602355916595365,0.02411745366185064,0.00533423642124205,0.003804627278303623,0.006305074483099526,0.032998173306203055,0.020581588476960337,0.16899592459451068,0.009245016669087773,0.028897374838313054,0.007634383389386224
1962,0.00352870206054296,0.04949506365371461,0.009689417787896858,0.012060950192289444,0.010139564258576587,0.6378977423825399,0.006842430163172211,0.010216605200485243,0.005561131004037354,0.012629889730725133,0.026491557117946367,0.011458552564016873,0.0016574440372830275,0.03940849160297913,0.08188397378322702,0.04057331270705528,0.0090568218755525,0.006101075440822538,0.009772467286623423,0.015534807150512645
1963,0.00479534759640541,0.0459107742681471,0.0007321468379121438,0.01173631669608154,0.014441921119851769,0.49440960640662246,0.024707587748833564,0.016541806131906426,0.027604340604695188,0.014047091616119625,0.08973886588302712,0.01895084174547348,0.006852729843325894,0.027590922111762763,0.06203006875360571,0.12417073920262639,0.006896590793447856,0.0004571161087619344,0.000437956752123125,0.007947229779269593
1964,0.0039986174408611725,0.04904653691139063,0.008842928751903097,0.13697807096392736,0.005772384819617226,0.5084559581138216,0.004124752985761309,0.007009122277628568,0.004844673330680677,0.006784094005070297,0.021908494948246402,0.05820502231228763,0.0020423612547779014,0.0009139795531458447,0.08882129116557165,0.05037132244526075,0.001788524281478826,0.0008074787248935677,0.01505017547371421,0.024234210239960283
1965,0.046958504698512725,0.009669909196443288,0.05853761134146922,0.004729909600786743,0.0006489598778393281,0.5137439148286529,0.007591863920471718,0.012041622665101545,0.0022539565372447523,0.0034255387331837864,0.05079588391958887,0.013808008147101331,0.015769012817059173,0.004028059861011391,0.15476836448137515,0.05594945945801016,0.0018071700602484942,0.007640327994210898,0.028453921833568367,0.007378000028119231
1966,0.09647580589091202,0.003799994390036467,0.008065454367613566,0.01635566519434278,0.002953118965845905,0.48283604186145795,0.012186134672547354,0.018087226221507297,0.003383308793066464,0.008594333339203356,0.13997575492594325,0.02874159324272341,0.008481916653383947,0.011239901251742445,0.047023226239761955,0.08446326882624419,0.0038846719921386084,0.012986893894214483,0.004632597014204233,0.005833092263109426
1967,0.08243962975538423,0.02661549499529601,0.007055269182957531,0.020460790047950136,0.002316339686226023,0.4813660565912292,0.0006535835760378615,0.0034174838457550383,0.0031354837228951614,0.00030263106867290003,0.18150026651312945,0.026822918402399618,0.0004105628395294692,0.0002213238831473971,0.07616576859405629,0.06351672484053432,0.005448415964642562,0.012505759346528948,0.0053183207996676685,0.0003271763439593
1968,0.13043371586285768,0.010684677498841671,0.006822048928864617,0.025424226625270756,0.029350066171131808,0.4703809691070086,0.08414437444110584,0.07727550018717654,0.0051309929287056,0.0030594189210792918,0.05292008236188308,0.006875079517836463,0.003537177380198538,0.004687469833558667,0.04476357250125227,0.0027533212921250667,0.020328118152623045,0.020500704707016402,0.0004239441617299958,0.0005045394197331375
1969,0.02234574054345934,0.023450773859356077,0.036426954679912985,0.00219743271125846,0.01798896298605911,0.5250244787133356,0.13537242339212216,0.0029536890960728582,0.02240009402865044,0.009589941781637502,0.03856628832610588,0.01115025711611041,0.02722904846367988,0.01734422865660245,0.05550970482201484,0.009886427919517545,0.015575953552836258,0.008536853981188586,0.00972791169893094,0.008722833671147748
1970,0.01034786000129506,0.03368663143278414,0.02136379447744543,0.0049857007678711296,0.06282931223532465,0.614519032528696,0.05641518942995,0.00289043046707727,0.01001284760317435,0.0013787714587431953,0.00181565148352183,0.017093861170241247,0.00203827662078793,0.005584837167371981,0.05674415593659445,0.012069539432169362,0.004570333770157645,0.02334530517717713,0.020831538892046895,0.037476929947569376
1971,0.0167447537191785,0.04301021655316081,0.001822913878131444,0.0009156076377479334,0.005287395095330658,0.5684392664316231,0.07965015245052877,0.002926915857991672,0.0063640765638180614,0.012859567899033298,0.03107673777449356,0.009216757757419973,0.0059988684652496505,0.010947911593693332,0.14627454668213616,0.0012886182415272054,0.0027390557213627835,0.0046930089463546225,0.0006269790812353969,0.04911664964998209
