0,to-new-is (0)
1,sabine-klau-klaus (1)
2,kirche-gott-leben (2)
3,programm-kanal-tagesspiegel (3)
4,straße-höhe-stadt (4)
5,brief-zeit-jake (5)
6,judith-johanna-bürgerheim (6)
7,name-träger-bloch (7)
8,bruder-himmel-sommerfeld (8)
9,charlie-haus-joe (9)
10,bela-brigitte-bürgerheim (10)
11,karsch-ddr-see (11)
12,lore-marine-charles (12)
13,stadt-drachen-bodensee (13)
14,text-brief-sprache (14)
15,enzensberger-grass-neuß (15)
16,usa-regierung-westberlin (16)
17,jan-frau-kind (17)
18,komma-schreibe-marie (18)
19,herr-eich-brille (19)
