,segmentID,idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,uj0295,uj0295,0546_100995.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-17,1966,4.0,JohnsonUwe,BierwischManfred,461,5.685350703986872e-05,2.8783571152108592e-05,6.633397358767706e-05,7.00639539130818e-05,4.5278828773207054e-05,3.954560549607329e-05,0.2153482675939737,4.68941834570985e-06,4.590403955585805e-05,5.9121425222748335e-05,4.60249000462378e-05,4.457393470863296e-05,0.0115408140101355,4.4389731390804255e-05,0.0057767015858387,4.426171068061714e-05,4.71074857775681e-05,3.800089425025865e-05,5.077626377579838e-05,2.994841688641096e-05,4.66367292307673e-05,2.4828572572776782e-05,8.214636403103904e-06,0.0058691865080154,3.4098701851407875e-05,5.297708616614296e-05,0.0138246122791149,5.9792215941598166e-05,4.4087982218899605e-05,0.0001196176242692364,5.385629926438634e-05,4.375162341462781e-05,9.338407018673244e-05,7.07680622484968e-05,6.594228749181967e-05,2.975475815471806e-05,5.999055412709168e-05,3.924555830567661e-05,4.3338501724946566e-05,6.058481817351714e-05,1.6510553326945985e-05,5.444773287488783e-05,0.0002359941171004298,0.00041019052772047686,1.0776625169230996e-05,4.283747476116956e-05,4.324477803536446e-05,4.059831780751814e-05,4.025082013695716e-05,3.103469618064816e-05,5.166459615185305e-05,6.396050986860008e-05,4.283893234792544e-05,5.261891147968055e-05,3.3020369773333805e-05,6.425591299304282e-05,6.644795335858218e-05,2.9367194482583556e-05,3.411316163274621e-05,0.0288221427849987,0.0230706933756893,2.7596094727796904e-05,3.179944625072813e-05,5.334175668595476e-05,5.316709278958827e-05,6.371774663697509e-05,9.842261975522284e-05,3.6123283259146254e-05,3.319499318446847e-05,3.155012553286797e-05,3.862023272750786e-05,1.2535615606417243e-05,4.799590974877024e-05,6.080578316011706e-05,3.2224871962612136e-05,0.0057756858031932,0.4204481638842448,5.327325605568873e-05,2.8781967173163854e-05,3.4210364765430005e-05,0.2647250605895162,0.00011283001751868448,2.4830056328996458e-05,7.163582647000704e-05,5.688719502040816e-05,4.949113066304441e-05,3.124888842806717e-05,5.3459006297781325e-05,4.570228663922052e-05,6.21973372796493e-05,3.8906530748105855e-05,7.928703707895304e-05,2.8953325301475927e-05,3.9725133973863806e-05,5.057888010474618e-05,4.622736716575942e-05,3.997544891643347e-05,4.108080413527711e-05,7.263448973571195e-05,3.895873590005789e-05
1,uj0008,uj0008,0585_101037.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1967-01-22,1967,1.0,BierwischManfred,JohnsonUwe,712,4.172787804252323e-05,2.1125826869769312e-05,0.0042716331457591,5.1423742813470536e-05,3.3232592734019645e-05,2.9024668647102217e-05,0.0102526485423976,3.4418189309400173e-06,3.369146889923205e-05,4.339242642788947e-05,3.378017498026921e-05,3.271523267848569e-05,2.453641420874753e-05,3.25800358545502e-05,1.688814195827879e-05,3.248607449913445e-05,3.457474347251453e-05,2.7890921129450112e-05,3.726745899431849e-05,2.1980770447924256e-05,3.422922966350978e-05,1.822303851124325e-05,6.029168011605973e-06,8.476785165945949e-05,2.5026890096087108e-05,3.888276213178639e-05,0.3057529268066626,4.388475618493672e-05,3.2358565741266955e-05,8.779387406554946e-05,3.952806439803289e-05,3.21116937382199e-05,6.853964328240672e-05,5.194052617968079e-05,4.839862786958886e-05,2.183863378197884e-05,4.403032735629198e-05,2.8804447710527543e-05,3.180848128253706e-05,4.44664900302482e-05,1.2117992213888396e-05,3.9962149661268256e-05,0.00017320890565667417,0.0003010611166504712,7.909550776811598e-06,3.14407503697221e-05,3.173969237412663e-05,2.979731141327369e-05,2.9542263991008937e-05,2.2778049846682565e-05,0.0084838135307559,4.69440935888607e-05,3.144182017184254e-05,3.861987826739889e-05,2.4235443591095572e-05,4.7160905993089045e-05,4.876976352536707e-05,2.155417974410919e-05,2.503750291530659e-05,3.940149609373088e-05,0.0464934647185982,2.02542733985419e-05,2.3339341477028784e-05,3.915041364123046e-05,3.902221831704577e-05,4.676591646224383e-05,7.22377085883471e-05,2.651284040008549e-05,2.436360920096881e-05,2.315635145495244e-05,2.8345487290647063e-05,9.200569436212876e-06,3.522680609891293e-05,4.462866824039879e-05,2.3651584523164898e-05,1.6142603880617033e-05,0.1861242890888303,3.910013730658725e-05,2.112464962246701e-05,2.510884557607044e-05,4.054246861927775e-05,8.28120806558831e-05,1.822412752055513e-05,5.2577425493199866e-05,4.175260348193127e-05,0.0169281123826969,2.2935257175540693e-05,3.92364695022946e-05,3.354339147114532e-05,4.5650005421035553e-05,0.4181003123968796,5.819306469983439e-05,2.1250418663852398e-05,2.9156434351918792e-05,3.7122588392976765e-05,3.3928776600659924e-05,2.9340154089532224e-05,3.0151434345879985e-05,5.331039872786171e-05,2.859393316209119e-05
2,uj0495,uj0495,0294_060266.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1962-05-04,1962,5.0,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,630,4.318688548365492e-05,2.186448744991295e-05,5.03884082119662e-05,5.3221764350516776e-05,3.4394564115301546e-05,3.0039510750727744e-05,0.0412053416122126,3.5621614852906614e-06,3.4869484799694165e-05,0.0087861128155212,3.4961292472242286e-05,3.385911466231492e-05,2.5394325336477787e-05,3.371919070674962e-05,1.7478632679108337e-05,3.3621944010138454e-05,3.578364290301544e-05,2.88661219634445e-05,3.857050871875861e-05,2.274932397016777e-05,3.542604826838524e-05,1.886020364005327e-05,6.239976742014023e-06,8.773174371775836e-05,2.590195062136389e-05,4.024229062792076e-05,0.1722136681453193,4.541917846638664e-05,3.348997693243143e-05,9.086357043057626e-05,4.0910155767057015e-05,3.323447309603101e-05,7.093611907395396e-05,5.375661695034551e-05,5.009087682915334e-05,2.2602217522316343e-05,4.5569839506486365e-05,2.981158983034781e-05,3.29206588736196e-05,4.602125252665472e-05,1.2541695542239334e-05,4.13594187402277e-05,0.00017926512260510932,0.0309057987958164,8.186106738454722e-06,3.25400703183052e-05,3.28494647739091e-05,3.083916882652105e-05,3.057520371890104e-05,2.357448009379246e-05,3.92453010155503e-05,4.858548502969871e-05,0.0044031427680406,3.997021507844675e-05,2.5082831337544176e-05,4.880987823903717e-05,5.047498917363108e-05,2.2307817602283963e-05,2.5912934515819856e-05,4.077916202569827e-05,4.2482509716323e-05,2.096246027478501e-05,2.4155397180877348e-05,4.051930052226786e-05,4.038662287258095e-05,4.840107797321796e-05,7.476348654075812e-05,2.7439856899458928e-05,2.5215478233964296e-05,2.396600894694873e-05,2.9336581945338427e-05,9.522265623505307e-06,3.645850477703026e-05,4.618910126755115e-05,2.447855774664602e-05,1.6707027002182436e-05,0.2319675043148645,4.04672662849994e-05,2.18632690403792e-05,2.598677165935656e-05,4.1960028441924256e-05,8.570758954731065e-05,1.88613307263718e-05,5.44157853290859e-05,4.321247544342138e-05,3.759429987146905e-05,2.373718414746297e-05,4.060836531039793e-05,3.471622987206572e-05,4.724614931143706e-05,2.9554058763806147e-05,0.0044308293648237,2.1993435572743107e-05,3.017588361873669e-05,3.842057274397174e-05,3.511508992046045e-05,0.502649548936288,3.120567360114724e-05,5.517438683562949e-05,2.9593714680149675e-05
3,uj0878,uj0878,0382_101344.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-05,1963,8.0,JohnsonUwe,BierwischManfred,1431,1.7311137052055174e-05,8.764214751296091e-06,2.0197813077360817e-05,2.133354249805022e-05,1.3786801399953471e-05,1.204111113266887e-05,0.1286399001512086,1.4278655425790697e-06,1.3977169771376972e-05,1.8001687987798607e-05,0.0543236163151134,1.357217052853748e-05,1.0179123623319e-05,1.3516083067158186e-05,7.006177972826758e-06,1.3477102462883476e-05,1.43436031466161e-05,1.1570767094553576e-05,1.546069727233805e-05,9.11889479129555e-06,1.4200264036609987e-05,7.559970263801506e-06,2.5012475748806795e-06,3.516660723053753e-05,1.0382601386981251e-05,1.613081843126269e-05,0.01472094658477,1.8205934843830076e-05,0.0105249601421842,3.642197632793163e-05,1.6398527130938503e-05,1.3321787671768528e-05,2.843420787301001e-05,0.0017734705904134,2.00785498684612e-05,9.059928282100048e-06,1.8266326184496647e-05,1.194975075218436e-05,0.0017651186538975,1.8447271686162284e-05,5.027243987738484e-06,1.6578610802494652e-05,0.0824122219167607,0.0071325881875461,3.281339093687964e-06,0.003516888754136,1.3167459992062228e-05,1.2361648036171204e-05,1.2255839615309274e-05,9.449652394800345e-06,1.5731182670870745e-05,1.947512492902532e-05,1.304388537577135e-05,1.6021759001004853e-05,1.0054263605143495e-05,1.95650712531676e-05,2.023251840229208e-05,8.941920296418295e-06,0.1191411276317856,1.6346019278514626e-05,0.2505419686425338,8.402643967053551e-06,9.682508624134436e-06,1.6241855756416246e-05,1.618867292204992e-05,1.9401206752422548e-05,2.9968379231384538e-05,1.0999059509746212e-05,1.010743411229497e-05,9.60659378015186e-06,1.1759347427051863e-05,3.81692829683127e-06,1.4614116434653485e-05,1.8514552586952707e-05,9.812045097561268e-06,6.696885661658279e-06,0.324236213739409,1.6220998225185048e-05,8.763726361031592e-06,1.0416601259793205e-05,1.6819360667747105e-05,3.4355240310541166e-05,7.560422047844531e-06,2.1812156794301383e-05,1.732139459426302e-05,1.5069391324766209e-05,9.51487108655067e-06,1.627755670443704e-05,1.3915738690474344e-05,1.8938262316269523e-05,1.1846521368121649e-05,2.414184870535132e-05,8.815902632974035e-06,1.2095775167406411e-05,1.540059656862902e-05,1.4075618730098038e-05,1.2171992739595266e-05,1.2508558708536958e-05,2.2116236481933448e-05,1.186241714284723e-05
4,uj0229,uj0229,0628_101073.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-09-22,1968,9.0,JohnsonUwe,BierwischManfred,427,6.183436971180759e-05,3.1305262822177385e-05,7.214540774762335e-05,7.62021668547987e-05,4.9245648760361534e-05,4.301014516143616e-05,0.32808113243041,5.100252259172254e-06,4.992563345603106e-05,6.430097729149425e-05,5.005708237861821e-05,4.847899983286498e-05,3.635923461144205e-05,4.8278658699137296e-05,2.5025658206955287e-05,4.813942225908925e-05,5.123451205430845e-05,4.133010374895639e-05,5.52247069770954e-05,3.25721591939626e-05,5.07225131315556e-05,2.700377190108817e-05,8.934310139239092e-06,0.0001256130655348735,3.708604528994279e-05,5.761834058810835e-05,0.0025202381343287,6.503053512298429e-05,4.7950473670152194e-05,0.00013009717057428392,5.857458041574327e-05,4.758464690339569e-05,0.0251326266411864,7.696796121641451e-05,7.171940653638345e-05,3.2361534269716125e-05,6.524624946196384e-05,4.26838112223712e-05,4.713533215351046e-05,6.589257621762622e-05,1.7957021681159785e-05,5.921782876462863e-05,0.00025666925835140684,0.0004461267925928109,1.1720751447971523e-05,4.659041086145988e-05,4.703339745195704e-05,4.415508424532426e-05,4.377714275052092e-05,3.375360602085828e-05,5.619086501074869e-05,6.95640079229819e-05,4.659199614551785e-05,5.722878667776476e-05,3.591324192460289e-05,6.988529093544422e-05,7.226937313974722e-05,3.194001664244248e-05,3.71017718741375e-05,0.3379777147461712,6.082585448489398e-05,3.0013753114720755e-05,3.458535486156383e-05,5.801495942341127e-05,5.78249934475981e-05,6.929997651668352e-05,0.000107045298958978,3.928799767240458e-05,3.6103163868325135e-05,3.431419147609022e-05,4.200370167409617e-05,1.3633844776343262e-05,5.220076970764234e-05,6.613289966267251e-05,3.504805157322134e-05,2.392088414963589e-05,0.2883234232152946,0.0125734711138645,3.1303518320699066e-05,3.720749084833025e-05,6.007777321145055e-05,0.00012271491032114478,2.7005385647283025e-05,7.791174914594216e-05,6.187100905301938e-05,5.382698500425053e-05,3.398656337574973e-05,5.814248112301664e-05,4.970620522570127e-05,6.764636604990532e-05,4.231508189626964e-05,8.623327248142792e-05,3.148988891436783e-05,4.320540189839896e-05,5.501003077634042e-05,5.027728738222872e-05,4.3477646611330896e-05,4.467984058006749e-05,7.899790401666799e-05,4.237186067447939e-05
5,uj1147,uj1147,0445_101406.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-04-24,1964,4.0,BaumgärtnerKlaus,JohnsonUwe,134,0.00016804384049919608,8.507657823624327e-05,0.0001960655772638372,0.00020709040671592195,0.00013383217107467972,0.00011688628843540234,0.1433271028395467,1.3860672974278666e-05,0.0001356801278060825,0.000174747203250799,0.00013603735925978662,0.0341445129064902,9.881147734172332e-05,0.00013120423576346,6.80108447084882e-05,0.0001308258406050366,0.00013923719465137998,0.0001123205329750231,0.0001500811263076846,8.851955231071874e-05,0.00013784576354741886,7.338665469337863e-05,2.428027964069233e-05,0.0003413716683413784,0.00010078669045217197,0.00015658617174790304,0.3979959000078091,0.3062916078146986,0.00013031234549398636,0.0003535578721554755,0.0001591848917449369,0.00012931815835939302,0.0002760184659254265,0.0172155536709859,0.00019490785737556616,8.794714862422219e-05,0.00017731611705364134,0.00011599942877044104,0.00012809708055888249,0.00017907260346637746,4.880080287538212e-05,0.0001609330121421409,0.0006975358221079198,0.0012124140656125,3.1852836796645525e-05,0.0001266161781560158,0.0001278200582683827,0.00011999782594586632,0.00011897071528610276,9.17303048915642e-05,0.000152706800463675,0.00018905024998843253,0.00012662048639466405,0.0001555275026698366,9.7599427727887e-05,0.00018992338303002327,0.0001964024711414424,8.680161352367364e-05,0.0001008294297186726,0.0001586751839683108,0.00016530305454597372,8.156671386316853e-05,9.39907026311117e-05,0.000157664040781084,0.00015714778077409103,0.0001883327064647648,0.00029091107790521075,0.00010677081443806869,9.811556807130612e-05,9.325377692280214e-05,0.00011415113273403,3.705194453610046e-05,0.00014186313953825676,0.0001797257171773411,9.524814784767436e-05,6.500846146530007e-05,0.0522861614745974,0.00015746157114313457,8.50718373012335e-05,0.00010111673631724852,0.0001632700355181925,0.0003334955124955665,7.33910402819993e-05,0.00021173644378546944,0.00016814341320672566,0.0341590468294738,9.236340018744812e-05,0.0001580105994384868,0.00013508379986240947,0.00018383878092105517,0.00011499735351113825,0.0002343513866823755,8.557832633738252e-05,0.00011741692685082562,0.00014949771269149058,0.00013663579819716586,0.0001181567912228554,0.0001214239271615418,0.0002146882266968884,0.00011515165805072824
6,uj0297,uj0297,0543_100992.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-13,1966,4.0,JohnsonUwe,BierwischManfred,460,6.596212467973487e-05,3.339504646093317e-05,7.696147632940636e-05,8.1289044496921e-05,5.2533043331807584e-05,4.588128852699214e-05,0.3766842074750944,5.44071973217474e-06,5.325842042362744e-05,6.859339071293908e-05,5.3398644222481085e-05,5.171521673509762e-05,3.878639626922078e-05,5.150150182374629e-05,2.6696246675324267e-05,5.13529706514999e-05,5.465467324697794e-05,4.408909590606619e-05,5.8911233736233777e-05,3.47465145331636e-05,5.4108495822740935e-05,2.880640940086376e-05,9.53072024633856e-06,0.0001339983690111559,3.956172521358089e-05,6.14646544215762e-05,0.0026884766969246,6.937165019655816e-05,5.115140879456475e-05,0.0001387818105997929,6.248472806392365e-05,5.076116125242204e-05,0.00010834532470334273,8.21059594811825e-05,7.650703739616438e-05,3.4521829336588326e-05,6.960176455188018e-05,4.553317015728679e-05,5.0281852484652485e-05,7.02912368670271e-05,1.915574313330764e-05,6.31709164731686e-05,0.0002738032214080711,0.0004759079983046692,1.2503170517539023e-05,4.970055495749392e-05,5.017311312942987e-05,4.7102658049381015e-05,4.669948706020374e-05,3.600682887389971e-05,5.994188767470185e-05,0.0067497103714613,4.970224606723065e-05,6.104909582975544e-05,3.831063132890285e-05,7.455048536029721e-05,7.709371703452486e-05,3.407217328907757e-05,3.9578501626314976e-05,6.228465284657461e-05,6.488628599246216e-05,3.201732198916461e-05,3.689410113022818e-05,6.188774955760678e-05,6.168510239810798e-05,7.392609826219815e-05,0.0001141911106916851,4.191066898494512e-05,3.851323151694733e-05,3.660483622586265e-05,4.480765987832249e-05,1.4543972441099809e-05,5.5685433455241006e-05,7.05476031099352e-05,3.7387685172978256e-05,2.5517723396903543e-05,0.2608419425610513,0.3471879443255121,3.339318550521302e-05,3.969127787339596e-05,6.408826653403745e-05,0.00013090674737030824,2.8808130872728063e-05,8.311274999863874e-05,6.600120988112787e-05,5.742020679652207e-05,3.6255337303111966e-05,6.202378397160574e-05,5.302434425604093e-05,7.216210098544561e-05,4.5139826295374e-05,9.198977684210664e-05,3.35919972727383e-05,4.608957963253953e-05,5.8682226820080674e-05,5.363354901686899e-05,4.637999804840616e-05,4.76624445069796e-05,8.42714111661777e-05,4.5200395342408686e-05
7,uj0952,uj0952,0196_060165.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-02-22,1960,2.0,BaumgärtnerKlaus,JohnsonUwe,244,0.000103142716137098,5.221869086584241e-05,0.00012034202574700711,0.0001271088959355145,8.214412138023746e-05,7.174300011590928e-05,0.0357806894556569,8.507467181232444e-06,8.327836870530756e-05,0.0001072571367513774,8.34976318589893e-05,8.086531392939532e-05,6.064895998728032e-05,8.053113523908171e-05,4.174400697564044e-05,8.029888213003007e-05,8.546164144422688e-05,6.894060987058783e-05,9.211747935720096e-05,5.433193522264887e-05,8.460760250442486e-05,4.504359618778526e-05,1.4902860963364317e-05,0.00020952866216569717,6.18613153140574e-05,9.611017586607764e-05,0.1190246829172151,0.00010847407446206624,7.99837067548452e-05,0.0002170083660159091,9.7705230098221e-05,7.937349003338788e-05,0.00016941587501792258,0.0001283862779291802,0.00011963143514489112,5.398060267290019e-05,0.00010883389640147904,7.119865933909288e-05,7.862401132244415e-05,0.0001099120006564718,2.995317973741557e-05,9.877819942197996e-05,0.00042813672361575577,0.0111824159484022,1.955077969009781e-05,0.0522689895775041,7.845397931539294e-05,0.010511907718069,7.302238915112575e-05,5.630264561018124e-05,9.372907763616988e-05,0.00011603612612208536,7.771770061044631e-05,9.54603811227669e-05,5.990502263799916e-05,0.0001165720417092987,0.00012054880601031776,5.3277490905459205e-05,6.188754801630634e-05,9.739237933046156e-05,0.00010146046401333086,5.006439027597048e-05,5.769004286148484e-05,0.2506148894571212,9.645488281990628e-05,0.00011559570898000016,0.00017855673043641192,6.553427827284849e-05,6.0221821615992274e-05,5.723772923356186e-05,7.006420375384469e-05,2.2741911790767432e-05,8.707340589363607e-05,0.00011031287177376508,5.846184333119913e-05,3.990119047211966e-05,0.4913756548482243,9.66474825061826e-05,5.221578095309295e-05,6.20638923729528e-05,0.00010021262830652456,0.0210812042077377,4.50462879944046e-05,0.00012996056179368122,0.00010320383232842768,8.978601157713566e-05,5.669122973321192e-05,9.698446760156322e-05,8.29123518156901e-05,0.00011283740682909024,7.058360100841414e-05,0.00014384126476228197,5.25266561076174e-05,7.206869778677217e-05,9.17593890825032e-05,8.386494444396792e-05,7.252281512113875e-05,7.452813274363652e-05,0.00013177232059439893,7.06783107536706e-05
8,uj1143,uj1143,0471_s000047.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-04,1964,7.0,JohnsonUwe,BaumgärtnerKlaus,131,0.00021113066583181172,0.00010689040762429012,0.0002463372400407053,0.00026018886099858244,0.000168147046061169,0.0642474284150244,0.4578456463267973,1.7414581250006917e-05,0.0001704688231282155,0.0002195527861359764,0.00017091764954430168,0.00016552935788425395,0.00012414696629765984,0.00016484530212117972,8.544898095896443e-05,0.0001643698855780435,0.00017493793005427097,0.00014111977471565845,0.0001885622706074804,0.0001112161681319426,0.0001731897328304649,9.220316092845073e-05,3.050579891469737e-05,0.0004289001454556522,0.0001266286285706114,0.0429304500343863,0.029972096818441,0.0002220438284388769,0.00016372472914520216,0.0004442109198201836,0.00020000026234007776,0.00016247563015374514,0.00034679023235599835,0.00026280363129885,0.0002448826781232243,0.00011049699883007711,0.00022278037531774848,0.00014574194781349453,0.00016094146521030905,0.0002249872288670595,6.131344043077681e-05,0.0002021966048083256,0.0008763856034573897,0.0015232798070802,4.001997705795099e-05,0.00015908085604177084,0.00016059341377046017,0.00015076554317646537,0.00014947507899262718,0.00011525016502347612,0.0001918611736268641,0.00023752316679479343,0.00015908626892266947,0.0001954051103348746,0.00012262414438862548,0.00023862017314672627,0.00024676051427963104,0.00010905774590777982,0.00012668232628286694,0.0001993598643228756,0.00020768713608691115,0.0001024806059923751,0.00011809013391717482,0.00019808946170807987,0.00019744083145364764,0.00023662164346930145,0.00036550134413448513,0.00013414709564330685,0.00012327262429746963,0.00011716425877053582,0.00014341974444285907,4.655214792182563e-05,0.00017823717322055995,0.00022580780242839927,0.00011966999096537868,8.167677978019158e-05,0.3220947418111167,0.0001978350783915358,0.00010688445110269251,0.00012704329895092198,0.00020513284632711333,0.0431527193350222,9.220867099203172e-05,0.00026602615260688475,0.00021125576920945973,0.0001837898119869773,0.0001160455874022904,0.00019852487879846453,0.00016971959533487423,0.0002309754651302237,0.0001444829381640977,0.00029443961862496844,0.00010752080508699204,0.0215143803005454,0.00018782926840474283,0.0001716695295949672,0.00014845246293660594,0.00015255730000798433,0.0002697347794130058,0.0001446768067408199
9,uj0453,uj0453,0146_060124.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1958-11-21,1958,11.0,BaumgärtnerKlaus,JohnsonUwe,194,0.00011791229984229324,5.969617793040279e-05,0.00013757447500848134,0.00014531033127195792,9.390679859151524e-05,8.20162824683471e-05,0.0051054255412534,9.72569909676002e-06,9.520346514925076e-05,0.00012261588740831558,9.545412582301977e-05,9.244487153324549e-05,6.933362454444132e-05,9.206283992297854e-05,4.7721565336596e-05,9.179732918931315e-05,0.1552262721558021,7.881260225459121e-05,0.00010530829760431146,6.211202959275952e-05,9.672303938727742e-05,5.149364122435594e-05,1.703688516486707e-05,0.0002395322458446494,7.071958382649405e-05,0.00010987273070793628,0.315063001531471,0.00012400708525151958,9.143702208539409e-05,0.00024808301041774297,0.00011169618969688916,9.073942501093252e-05,0.00019367548384711185,0.00014677062875384752,0.0001367621309547292,6.171038776576654e-05,0.0001244184321114712,8.139399448431682e-05,8.988262424205665e-05,0.00012565091615820688,3.4242343450929584e-05,0.00011292280351280303,0.0004894440210530837,0.000850721635573478,2.2350365428667203e-05,8.884351083185805e-05,8.968824439877659e-05,8.419957310735226e-05,8.347887439131789e-05,6.436493704778688e-05,0.00010715066967489493,0.00013265198947891928,8.88465338187511e-05,0.00010912988821281176,6.848315863586738e-05,0.00013326464582321862,0.00013781086529683235,6.0906593482950205e-05,7.074957293642924e-05,0.00011133854007396366,0.00011598915660681447,5.7233390962821246e-05,6.59510034887621e-05,0.00011062904534733997,0.00011026679818278868,0.00013214850653743644,0.0002041252695933716,7.491849894068348e-05,6.884532183538217e-05,6.543392053694688e-05,8.009708984446087e-05,2.5998453623187672e-05,9.954193498620996e-05,0.00012610919025792685,6.683332239417477e-05,4.5614865607759645e-05,0.2872802451894965,0.0120434541144402,5.969285133093479e-05,7.09511690300279e-05,0.00011456263631022572,0.00023400573772071467,5.149671848585441e-05,0.00014857034314978403,0.00011798216760365513,0.00010264297388343628,0.2148582176332737,0.00011087221717799574,9.478503624944798e-05,0.0001289952276394731,8.06908625034691e-05,0.00016443870178676177,6.004824244149158e-05,8.23886186144466e-05,0.00010489893037585256,9.587403595606566e-05,8.290776355554202e-05,8.520023384950538e-05,0.00015064153784925447,8.079913426805811e-05
