receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
JohnsonUwe,0.02651273326564244,0.01874452920700358,0.013020573230806454,0.0023290585280837037,0.021248713915477595,0.0027253220606907815,0.02443138344117441,0.016066356297000272,0.21234977792729337,0.00950549539197956,0.026106734067418893,0.0173841237255315,0.012353112506657899,0.004181929025450581,0.08091312590897808,0.014995600861118756,0.45172123791152635,0.013763052809609183,0.018416555051977247,0.013230584866578543
JohnsonUwe+BaumgärtnerKlaus+BaumgärtnerSabine,0.0008416748741506,0.0007570575048489,0.0005675529650398,0.0002528276502798,0.0007590445795305,0.0003071717210171,0.0005737144179008,0.0005205762965246,0.5693766283967592,0.0338058631502994,0.0006398964833229,0.0005709635447271,0.0004220284560467,0.0005856270194997,0.0011715641997597,0.0005957065808705,0.3864871248517892,0.0007554282685693,0.00061827754086,0.0003912714982033
JohnsonUwe+BaumgärtnerKlaus+SpottMargot,0.0002100332600845,0.0043350942772232,0.0001416283213138,6.309112610897554e-05,0.0001894135282928,7.665225605804842e-05,0.1245284640904395,0.0001299056679007,0.2789072300277084,0.0001436306373719,0.182591451803896,0.0001424794043062,0.0001053138393389,0.0001461385576268,0.0002923545134007,0.0001486538318734,0.4074080288296982,0.0001885111066999,0.0001542862351391,9.763868551827232e-05
JohnsonUwe+SchmidtElisabeth,0.00030946551789091665,0.0002783535543314333,0.08731349569758125,9.295921992437629e-05,0.00027908415840943333,0.00011294035101373579,0.0002109422948336678,0.00019140456505641374,0.10675378638626905,0.00021162709925761912,0.07679074410555686,0.00020993085868713536,0.13869451472764152,0.0002153222989616933,0.2583713588941506,0.00021902833412502812,0.3001404626702206,0.029233390074387966,0.00022732718447329803,0.00014386200722654754
JäckelIne,0.0004214889353326,0.000379114752625,0.0585272433215896,0.0001266095263288,0.0003801098280605,0.0001538236267138,0.0002873012924735,0.0002606911002338,0.0022343349359255,0.1750173165636927,0.0003204435533982,0.0002859237265739,0.0002113408990599,0.0002932668142197,0.0089071214524449,0.0002983143969874,0.7510117004402134,0.0003782988733752,0.000309617348029,0.0001959386127216
KlemmEberhardt,0.00824389195229353,0.003915130721049767,0.009111677605781111,0.02560027439438625,0.004124329683170788,0.0542724660367717,0.04247553863461086,0.022894166320998846,0.03339403701969991,0.011201912301177612,0.045005869153727576,0.0013524223611078234,0.010609800590675632,0.022834304062838175,0.003965384341879738,0.09653961877319049,0.5181319164883705,0.08382169541795854,0.002251666048862828,0.00025389809144747054
KlemmEberhardt+KlemmErika,0.04898599453514645,0.00060389486812375,0.028135126124272148,0.0807260131400111,0.0006054799316032,0.0002450268635696,0.00045764448607910004,0.00041525690178684997,0.0035590896743858,0.00045913018608495005,0.0005104370539016001,0.00045545015053415,0.00033664657859729997,0.00046714701253909997,0.0009345414362593499,0.00047518734678815,0.7258644868798095,0.06904828070380535,0.03740305397102695,0.00031211215567465
KlemmErika,0.008738905834051961,0.028321785892053447,0.013560727007549568,0.01439677941017138,0.006494141359003314,0.022695289576330595,0.020107327091872188,0.015115575523605845,0.006294478216479346,0.0019712239894231734,0.006855515655999189,0.0004101886906410257,0.0014396310217505805,0.12504706059528395,0.0015831317893242,0.019976041656341335,0.6476233015039506,0.02069163820771247,0.02791573444979068,0.010761522528664356
KlemmIne,0.0013818791093589153,0.0403488371239794,0.023310071744144456,0.0067439086473203074,0.004037426140906916,0.00011880486331405075,0.00022189563145435785,0.03158179538812804,0.01651122227165063,0.013112817781783453,0.00024749288113045385,0.015673740160458617,0.00016322802395106752,0.10420315294150292,0.004473821461251054,0.001630848562353869,0.6496226353412423,0.036947539012858716,0.04862922202704419,0.0010396608861654119
MenzhausenJoachim,0.002990655469877975,0.006139274950887217,0.0023800990405822248,0.008966572619973906,0.00980073117670565,0.10651995895159284,0.029439422115336976,0.00014291150252661582,0.007115411097903524,0.00015801058204298972,0.000680528682980175,0.0015365411896356782,0.00011585760082674738,0.21414857541254836,0.0018044851529082,0.00016353668637152303,0.5713969533929621,0.0032365488048326997,0.033156511539942,0.0001074140295618059
