sender_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
BierwischManfred+DohertyMonika,0.3504997900650016,0.0001680186230937,0.0001259606662743,5.611166048544502e-05,0.0001684596273105,6.817258832792849e-05,0.0001273281169888,0.0001155348332155,0.2812406209814911,0.0001277414758076,0.0001420163268468,0.0001267175980785,9.36634795074065e-05,0.0001299719569948,0.0039475179264486,0.0038197141551312,0.3586509471955622,0.0001676570362464,0.000137218296417,8.683739077003133e-05
BierwischManfred+KlemmEberhardt,0.0008416748741506,0.0007570575048489,0.0005675529650398,0.0002528276502798,0.0007590445795305,0.0003071717210171,0.0005737144179008,0.0005205762965246,0.5693766283967592,0.0338058631502994,0.0006398964833229,0.0005709635447271,0.0004220284560467,0.0005856270194997,0.0011715641997597,0.0005957065808705,0.3864871248517892,0.0007554282685693,0.00061827754086,0.0003912714982033
BierwischManfred+ZeibigBrigitte,0.0085988294783104,0.0003729092206247,0.0002795636163708,0.0001245371209113,0.0003738880081885,0.0001513057678561,0.0002825986071999,0.3112575316680315,0.1904352748166578,0.0002835160371376,0.000315198379711,0.0002812435899592,0.0002078815699175,0.0002884664824266,0.0005770857429534,0.00029343144394,0.4850073509752792,0.0003721066960776,0.0003045493828608,0.000192731395585
DohertyMonika,0.2414779757232102,0.00046250703453178576,0.0003467335534209143,0.00015445929276119774,0.0010897765143529144,0.00018765956465616358,0.0003504977526698857,0.007240342477514042,0.07505906702190636,0.002855857698094743,0.004883785538441114,0.0003488171693776286,0.0020174551734782717,0.0003577754852116857,0.006385197396805971,0.02734573306325163,0.46149570299476605,0.16204501605069105,0.005656602087376313,0.00023903840748124285
JohnsonUwe,0.024796714611916012,0.023671808101018498,0.01882261189713707,0.013693209852399805,0.027705275451272028,0.03626664716160815,0.010155973921610125,0.013248773777099921,0.017163242929965725,0.024679986917770628,0.014657172525411277,0.016809599144940443,0.010248195679820377,0.03817288109574974,0.006973744553529494,0.023575480804573234,0.6024165595879675,0.046091360600035616,0.021807699118070872,0.009043062268102703
JohnsonUwe+BaumgärtnerKlaus,2.5050659515770493e-05,0.0049676755799906,1.6892004883388748e-05,7.524876383797616e-06,0.0084293350843768,9.142311874093482e-06,1.707538740137132e-05,1.5493844424640552e-05,0.042661027894308,0.0059513028724917,1.9045155583667143e-05,1.6993513521846145e-05,0.4608999234399573,1.7429940609225706e-05,3.486911249271228e-05,1.772993727981988e-05,0.4728848428945085,0.0039785984140032,1.8401713818490057e-05,1.1645362574959115e-05
JohnsonUwe+EbelGertrud,0.000351331428783,0.0003160104964734,0.1250756056324687,0.0001055351684322,0.0003168399400131,0.0001282194383378,0.0002394795334219,0.0002172986501862,0.3833140035667429,0.0002402569813209,0.000267105212076,0.0141092977110178,0.000176162868827,0.0002444520845444,0.0004890336362102,0.0002486594890977,0.452617522708705,0.0003153304216279,0.0002580810458837,0.0209697739858292
KlemmEberhardt,0.019017622534596917,0.0005667064290919636,0.008487266512951628,0.006283882942165992,0.0012991381726203818,0.0007573380707657885,0.046599572836320366,0.009917077585944822,0.15435160487971744,0.0026796599496254226,0.06035783204535273,0.0015873703128702135,0.015998213706204696,0.006337921832991645,0.03002032782420615,0.0550554722035564,0.5146971235729733,0.053654844453866986,0.011189989296795664,0.0011410348373806203
KlemmEberhardt+ZiegnerUta+SchmidtElisabeth,0.0009896658285058,0.0008901702614314,0.0202039144453807,0.000297282114113,0.00089250672171,0.0003611814551084,0.0006745901204316,0.0592218161917906,0.1029291161273961,0.0006767801141415,0.3328740843115221,0.0202079247043009,0.0004962333490446,0.0006885973043135,0.118596974148633,0.000700449146113,0.3372234019376097,0.0008882545579668,0.0007269887381862,0.0004600684223001
KlemmErika,0.0023550699836345527,0.024558396192545327,0.006995296296178188,0.0003002879528433017,0.0009015309150394467,0.0073595450339036346,0.0006814109448767601,0.0006182978412729933,0.14112466158255293,0.00068362308175504,0.026514670479620524,0.010151592357090991,0.0005012507966103799,0.00733658712791698,0.00299432055044392,0.005275922417670533,0.7271958178663687,0.002791925492156287,0.022398081434823653,0.009261711652694906
KlemmIne,0.015147977225058545,0.05684058506254481,0.05741560238932623,0.008025262623796148,0.0007756859788612478,0.0003139061967124836,0.002125855199671749,0.017078656135981505,0.16885479095505018,0.00832483118989737,0.0123476531168281,0.004511624896688653,0.006320202047412021,0.005060087380367513,0.013527765779544633,0.0006087669351152398,0.6045222161969507,0.005251384338889524,0.010680005462606001,0.002267140888696574
MenzhausenJoachim,0.002559736035016811,0.017690519696727535,0.021512443886242787,0.001738074651750919,0.00036450525431204445,0.003380834338361518,0.03312186816487981,0.1633700028947231,0.1605420559913735,0.003221404592380973,0.03524885052770229,0.0006544609518513334,0.00020266476284354286,0.06167006492527581,0.02212622411395808,0.008603642270029722,0.44834444679307356,0.0029742894967750336,0.0044027018626076435,0.00827120879011314
MenzhausenJoachim+MenzhausenIngelore,0.0004214889353326,0.000379114752625,0.0002842157967717,0.0001266095263288,0.0003801098280605,0.0001538236267138,0.0002873012924735,0.0002606911002338,0.1852838500139246,0.1666968840601473,0.0003204435533982,0.0002859237265739,0.0002113408990599,0.0002932668142197,0.0005866889488994,0.0002983143969874,0.359951372773579,0.0003782988733752,0.2832043224685731,0.0001959386127216
ZeibigBrigitte,0.047180070854645505,0.05006850513826829,0.0002159607183605378,9.620395688006676e-05,0.0053352659495247,0.00011688252835794417,0.00021830522516074518,0.00019808553189575896,0.09116200992643249,0.0010772973062171212,0.016680140581767835,0.00021725848488572664,0.0727962595670673,0.005259145356545213,0.0076549947781581335,0.007787113133163797,0.5402711216699287,0.0002874495273558678,0.153229046261938,0.00014888350344547538
