receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
BierwischManfred+ZeibigBrigitte,0.00028429108432299996,0.00019547193301865294,0.000190984023419757,0.00011225341537723579,0.0003951019300821,0.00017791137672448564,0.00014245907615741788,0.00245695189394215,0.0003893661939294,0.00020838512902770001,0.0002333257300228,0.00016527197976988275,0.0002322489597778,0.00012258641441973344,0.2474958593298156,0.00018847894951806138,0.00013686741030982688,0.6545705122020001,0.09214011942276755,0.00016155354559603245
DohertyMonika,0.00513892327049882,0.0020455313652624,0.032831755299729405,0.00037068121904503996,0.011992412644391518,0.00058749576380008,0.00047042581142501996,0.0005542669628075,0.011086090203841461,0.00068812564320882,0.010788980509044598,0.08105449364827388,0.03867089891318702,0.00681409834013586,0.1274663014161876,0.0006223918135308999,0.00045196111254772,0.6621256160470723,0.00570607078937422,0.00053347922663496
JohnsonUwe,0.03849765356728196,0.014650297394080278,0.012417594261652414,0.007400064731258294,0.056626129724911795,0.015919612432996135,0.010937824864812764,0.005519487823814371,0.062096027253775235,0.013431817152165093,0.029242989654210003,0.008841324115798199,0.01967779388279113,0.00463403581943703,0.01139332880123909,0.007636534469788068,0.013550367995549541,0.6376769572742047,0.012333887012258519,0.017516271767974483
JohnsonUwe+BaumgärtnerKlaus+BaumgärtnerSabine,0.0013059082706343,0.0008979121333116,0.0008772966494421,0.000515642845069,0.0018149245850127,0.0008172466570935,0.0215520308161864,0.0007710231297019,0.231662578013177,0.0009572296793004,0.0010717958367008,0.0007591868236021,0.0010668496275298,0.0005631081004152,0.0012527284926708,0.0008657894411364,0.0006287087177901,0.730908606526834,0.000969327682807,0.0007421059715839
JohnsonUwe+BaumgärtnerKlaus+SpottMargot,0.1289597041406012,0.0002047495396785,0.0002000486222101,0.0001175812546123,0.0957189803193088,0.000186355513681,0.0001492205546638,0.0001758152329513,0.000407846526825,0.0049835319207452,0.2194461893701455,0.0001731162180527,0.0050085283910087,0.0001284046846811,0.0002856577750771,0.0001974246509816,0.0001433634938027,0.5431232261747193,0.0002210343189376,0.0001692212973156
JohnsonUwe+SchmidtElisabeth,0.06971392291706172,0.00033230626493206667,0.010412097393612383,0.003742512996173248,0.0067028745910522,0.002662587812483233,0.032790883146577535,0.00028534620137331664,0.11327722052727567,0.0003542589609935,0.0011003319003252835,0.00028096572969383334,0.1438627538688864,0.00020839939974063326,0.00046361944663571666,0.0003204180506399167,0.00023267738344120002,0.5696958045705999,0.0003587362836727,0.04320228255482853
JäckelIne,0.0005537389621368,0.0003807380227008,0.0003719965230883,0.0002186459342378,0.0007695750755705,0.0003465337695494,0.0091386197977742,0.0003269337956005,0.0007584030734944,0.1421841240996884,0.0004544692208351,0.0003219148949605,0.0004523718999172,0.000238772433031,0.1157260044011073,0.0003671171684447,0.0002665887954797,0.7263977598943754,0.0004110200671195,0.0003146721708874
KlemmEberhardt,0.0037245100933957715,0.003355176563690803,0.05383249042588785,0.018095774829874785,0.007143234939402985,0.053068453420011145,0.012459775531413786,0.013825962091873506,0.004377298722650531,0.029848806811231515,0.0014543920211731406,0.07287013318933357,0.011550703322799635,0.015880113722441955,0.04574619151209239,0.011639327915314496,0.005966105736794699,0.6184952164758039,0.007885763711848624,0.008780568962964077
KlemmEberhardt+KlemmErika,0.0010841485855628999,0.00074543533506885,0.0007283206202145999,0.00042808019039935,0.0137459400301295,0.0373961054227466,0.00054326995967695,0.00064009368368315,0.0014848541923846,0.0181436343788609,0.0111092750906079,0.0006302673315534,0.0008856851133449,0.00046748524709750003,0.036808192342861604,0.09780386260010004,0.0005219460527592,0.7754125931753576,0.00080472362408095,0.0006160870235086
KlemmErika,0.0009253869100633077,0.0013660072598668342,0.012814461200059583,0.006543346228506093,0.003396545954925754,0.022152528635378713,0.0020992471948951155,0.08435020421994584,0.003313101518124564,0.0036991481636963353,0.00126248239537266,0.017822800109955142,0.007042809811524766,0.01285928493019893,0.027777796643394855,0.05849243456791632,0.008269027085048052,0.7157591990522538,0.0072531744665723895,0.0028010136523001173
