idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
uj0002,0.0001379198066719,9.246547516810684e-05,0.2066495096267578,6.02355974525585e-05,5.966446931409829e-05,6.682723100813684e-05,0.0103602650594382,0.1073892134683652,8.791222466013927e-05,5.711600808987763e-05,0.0049312291484827,5.88893602233739e-05,5.426500347008873e-05,8.569983472841747e-05,0.1721306953115202,7.195413397330947e-05,5.877349154995077e-05,7.38116670727829e-05,0.0001833480225451,0.0001178768213158,0.0001427177713031,0.0001402347006173,0.000289772588669,6.202279900030741e-05,7.914329929442804e-05,4.44044215686578e-05,0.0001105625990747,0.0001332463414437,6.155643376677355e-05,5.986952757026027e-05,0.2792614689041898,6.207172776947818e-05,0.000110589779658,6.003384875186387e-05,2.3310512937842166e-05,3.304500250938565e-05,7.087808515155625e-05,6.772395906758391e-05,0.0147402081268735,4.676004499798218e-05,0.0001045578855436,7.851604056320039e-05,0.0050469827719016,8.477561525988669e-05,0.0293837360372942,9.702532976061168e-05,0.000203983201334,5.891655716883778e-05,0.0001225221345472,0.146188767485112,7.418212793219868e-05,9.519743432016791e-05,0.0195313970008227,8.99831208749762e-05,1.910003887156224e-05,0.0001016566090088,6.510114783883078e-05,8.010705256936123e-05,0.0001233046082842,0.000122895564968
uj0003,0.0002315162642121,0.000155215279778,0.2078915595130186,0.0001011132543708,0.0001001545417958,0.0001121781652975,0.0010385276777512,0.0003889936565513,0.0001475720588871,9.587661945562171e-05,0.0001014472658674,9.885342076492348e-05,9.109083882880366e-05,0.0001438582757523,0.1090659587536497,0.0001207843361595,0.5070267630224827,0.0001239024461265,0.0003077734101766,0.0001978715165483,0.0002395702694638,0.0002354021136142,0.0004864208326459,0.0001041133037163,0.00013285228157,7.453857458290598e-05,0.0001855936468954,0.0002236712473385,0.0001033304492501,0.0001004987586458,0.1090211275957068,0.0001041954369945,0.0001856392730261,0.0001007745930384,3.9129716046330726e-05,5.547031798015176e-05,0.0001189780488007,0.0001136834395242,0.0002145698326627,7.849279370057759e-05,0.0001755139572706,0.0001317993465228,0.000295754719667,0.0001423068536337,0.0002668493962447,0.0001628695864804,0.0003424122312411,9.889907436148597e-05,0.0002056692766481,0.0001089939454388,0.0001245243126755,0.0001598012271639,8.094135428743531e-05,0.0001510483264863,3.206188982245938e-05,0.0001706437887212,0.0001092807110687,0.0001344700663046,0.000206982760192,0.0574401143330889
uj0006,0.0001245710832376,8.351610027391321e-05,0.076664473488166,5.440562748161938e-05,5.388977662167215e-05,6.0359282378171006e-05,0.0005587966712834,0.1805834435008666,7.940354123169431e-05,5.158797108009847e-05,5.458534778799804e-05,0.0044525589349199,4.9012904145388046e-05,7.740527994501675e-05,0.1070777708626708,6.498997228005631e-05,5.308503314139383e-05,6.666772195165748e-05,0.0001656024782013,0.0001064679807364,0.0001289046714717,0.0001266619275718,0.1278434348030918,5.601985271974343e-05,7.148332615892516e-05,4.010668974112696e-05,0.0044992309212969,0.0001203499445919,5.55986251692737e-05,5.407498808413944e-05,0.2962265263767241,5.6064045863021135e-05,9.988622359213545e-05,5.422340525557542e-05,2.1054378755030383e-05,2.984670481721021e-05,6.401807005240017e-05,6.116921960495816e-05,0.0001154527807187,4.223432151042641e-05,9.443813312609948e-05,7.091677736869125e-05,0.008957874121891,7.657051209605918e-05,0.0045429518959341,8.763462421692813e-05,0.0749735176669714,5.321425199363024e-05,0.0001106636921079,5.864596120649266e-05,6.70023273406016e-05,0.0176834606340297,4.355180927188376e-05,8.127400342983638e-05,1.7251420151499253e-05,0.0088905561550698,5.880026010756895e-05,7.235380149041835e-05,0.0001113704332452,0.0836990166837585
uj0007,0.0001570428991979,0.0001052861561113,0.0633716330402913,6.858748635987636e-05,6.79371691875891e-05,7.609307434609347e-05,0.0007044576240306,0.0446330498834814,0.0001001015805395,0.0111573319504391,6.881405417340823e-05,6.705458834775688e-05,6.178904738605306e-05,9.758243454144286e-05,0.0739819918257643,8.193084141512834e-05,6.69226540531862e-05,8.404592836555655e-05,0.0002087699056247,0.0001342208796137,0.0057086544174499,0.0001596787617712,0.1167990648911704,7.062249002818267e-05,9.011681116149753e-05,5.056125924636538e-05,0.0001258925133418,0.0001517214406892,7.009146152599313e-05,6.817065953121136e-05,0.4233589245786349,7.067820295259997e-05,0.0001259234626138,6.835776445385701e-05,2.65426019792564e-05,3.762681462003661e-05,8.070559443484086e-05,7.711413707555813e-05,0.0001455477381532,5.3243498597523815e-05,0.0001190552240175,0.2330276310982113,0.0002006173466302,9.653006861710196e-05,0.0001810101894055,0.0001104782514485,0.0002322662284567,6.708555625054066e-05,0.0223241034748926,7.393314350930132e-05,8.446775499659576e-05,0.0001083969115284,5.490441453675802e-05,0.0001024596141922,2.174833007356085e-05,0.0001157516747347,7.41276633459945e-05,9.121419240106817e-05,0.0001404012493686,0.0001399354906801
uj0008,0.0002455712441565,0.000164638149708,0.1251134211337665,0.000107251677376,0.0001062347629028,0.0001189883212441,0.1658814940817391,0.0004126088356402,0.000156530921173,0.0001016971347795,0.0001076059661731,0.0001048546529073,0.008769248136027,0.0001525916802387,0.0896692956910543,0.0001281169588938,0.0001046483445099,0.0001314243643007,0.0003264578387725,0.0002098839779887,0.00025411419511,0.0089223203161413,0.0005159506588577,0.0001104338548908,0.0001409175298557,7.906369153059183e-05,0.0001968607386214,0.0002372499689293,0.0001096034745894,0.0001065998766041,0.1676753887758878,0.0001105209743482,0.000196909134641,0.0001068924564589,4.1505218156884806e-05,5.883783174587746e-05,0.0001262010147353,0.0001205849782475,0.0002275960220107,8.325796492947774e-05,0.0001861691272553,0.0001398006728157,0.0003137095128974,0.0001509460737791,0.0002830493937921,0.0001727571370564,0.0003631995269381,0.0001049030780603,0.0002181551275593,0.425074349419449,0.0001320839833674,0.0001695025025819,8.585517369039872e-05,0.0001602182273857,3.4008315573451936e-05,0.0001810032986082,0.0001159149672304,0.0001426335276989,0.0002195483505761,0.0002188200340385
uj0009,0.0003067609902852,0.0002056615464756,0.080453030320168,0.0001339759094132,0.0001327056072169,0.411825918878216,0.0013760578763216,0.0005154198548619,0.0001955342147417,0.0001270373242653,0.0001344184774453,0.000130981610947,0.0001206961248279,0.000190613420965,0.0036763445174979,0.0001600402576351,0.0001307238960483,0.0001641717794726,0.0004078023477554,0.0002621814176736,0.0003174326147397,0.0003119097733081,0.0331453497219652,0.0001379509999376,0.0001760303864386,9.876423598713308e-05,0.0002459131374897,0.0002963662771831,0.0001369137112093,0.0001331616974279,0.447795062768913,0.0001380598272195,0.0002459735924952,0.0001335271803096,5.18472016849594e-05,7.349863618842808e-05,0.0001576469117473,0.0001506315100849,0.0002843068264641,0.000104003609456,0.0002325574642647,0.0110082479194427,0.0003918774821085,0.0001885577736562,0.0003535776863351,0.0002158035670026,0.0004536990759538,0.000131042102345,0.0002725135151543,0.0001444178911218,0.0001649957578615,0.000211737965194,0.0001072479727536,0.0002001402984433,4.248227270695663e-05,0.0002261044501227,0.0001447978579846,0.0001781739647697,0.0002742538918574,0.0002733440984365
uj0013,0.0001672461932909,0.0001121267431115,0.1029279108626761,7.304371009239989e-05,7.235114091510973e-05,8.103694649796905e-05,0.0539086301364464,0.1184107913585016,0.000106605318503,0.1418250019311122,7.328499832974767e-05,7.141121757895543e-05,0.0059722927813113,0.0001039225001096,0.108321150100958,8.725400135751253e-05,7.12707113310183e-05,8.95065084287977e-05,0.0002223339747787,0.000142941395569,0.0001730643664705,0.0001700533114967,0.0003513879807722,7.521093076010017e-05,9.597182486604012e-05,5.384629410269065e-05,0.000134071923836,0.017881046634764,7.464540060258408e-05,7.259980144889035e-05,0.3209223760062086,7.527026343017625e-05,0.0001341048839249,7.279906283681878e-05,2.8267111494625983e-05,4.007148074191914e-05,8.594914838841374e-05,8.212434908341796e-05,0.0001550041757543,5.670280224962074e-05,0.0769111501905114,9.5211189845315e-05,0.0002136517327647,0.0001028017605175,0.0001927706714506,0.0001176561760549,0.0002473568861618,7.144419750916078e-05,0.0001485744585304,0.035517671966955,8.99557417187482e-05,0.0001154396086051,5.847163019174287e-05,0.0119220949851875,2.3161349120622068e-05,0.0001232722209365,7.894384003026175e-05,9.71405044806196e-05,0.0001495233124841,0.0001490272928103
uj0014,0.0002124121575142,0.0376502899473647,0.0031974875475135,9.276965740311454e-05,9.189005524128716e-05,0.0001029215212932,0.286012739045486,0.0003568949340498,0.0001353948048691,8.796513568085157e-05,9.30761071588271e-05,9.069629925915096e-05,8.357426494962287e-05,0.0001319874732465,0.1075677022843615,0.0001108175338129,9.051784834985792e-05,0.0001136783456342,0.0002823767665033,0.000181543684992,0.000219801567662,0.0002159773569532,0.0004462826785574,9.55221506514062e-05,0.0001218896644476,6.838784954946742e-05,0.0001702789525054,0.0002052144905791,9.480389525477407e-05,9.220586823188312e-05,0.2125486418100505,9.559750650982036e-05,0.000170320813689,9.245894150360502e-05,3.590083589421813e-05,5.089305479364107e-05,0.0001091602964854,0.0001043025842921,0.0001968641004487,7.201577701679746e-05,0.0001610310120742,0.0226256531867266,0.000271349826386,0.0001305640703571,0.0002448296934154,0.0451588891650001,0.1578472642876072,9.073818564228316e-05,0.0001886979946566,0.0001000000547928,0.0001142488974086,0.0001466148546877,7.426228889288025e-05,0.0001385842201068,2.94162279023886e-05,0.0001565627168874,0.0001002631572852,0.1201485983374867,0.00018990309303,0.0001892731198927
uj0015,0.0005214161901819,0.00034957267523,0.0262633989125265,0.0002277252012958,0.0186399708017778,0.0002526453671411,0.002338950772959,0.2955065602420441,0.0003323587696272,0.0002159313593548,0.0002284774551497,0.0002226356503164,0.0002051529222114,0.0003239946632872,0.1719785001093168,0.0002720280089533,0.000222197600092,0.0002790505523808,0.0006931609730302,0.0188600469716528,0.0005395552559116,0.0005301678206462,0.0010955070402784,0.0002344818510084,0.0002992071885272,0.0001678742515687,0.0188323950049982,0.0005037478037984,0.0002327187222079,0.0002263412466052,0.3560215802264213,0.0002346668298959,0.0004180929699208,0.0002269624751766,8.812714533560345e-05,0.0001249291144525,0.0002679599255458,0.0002560355149355,0.0004832497840086,0.0001767798629066,0.0003952889410825,0.0002968357897717,0.0006660927243358,0.0371493101687851,0.0006009927467333,0.0003668115480705,0.0007711738166346,0.0002227384704118,0.0004632041339829,0.0186598787256841,0.0002804511074903,0.0003599010520395,0.0001822944609284,0.0003401879483409,7.220913182126038e-05,0.0187987252405024,0.0002461197800496,0.0003028507301839,0.000466162334728,0.0004646159157425
uj0016,0.0002688911735303,0.0001802725129113,0.0895134526914023,0.000117436508056,0.0001163230253802,0.0001302876867591,0.2101225190268049,0.0954137620153598,0.0001713954059749,0.0001113544951464,0.0001178244408156,0.0001148118574192,0.0001057961203455,0.0001670820869571,0.0032224977194541,0.0001402831978329,0.228023316432983,0.0001439046809762,0.000357458918601,0.0002298149742265,0.0002782453799447,0.0002734043363936,0.0005649463503778,0.0001209208714198,0.0001542993362437,8.657173551535719e-05,0.0002155550223796,0.000259779693606,0.0001200116365683,0.0001167228109981,0.3640259191472083,0.0001210162639126,0.0002156080141807,0.0001170431748126,4.544663548115176e-05,6.442518821968117e-05,0.0001381853118408,0.0001320359654586,0.0002492089888597,9.116430538324598e-05,0.0002038481145247,0.0001530764202578,0.0003434999865734,0.0001652802104646,0.0003099283221258,0.000189162495301,0.0003976896698938,0.0001148648811202,0.000238871568463,0.0001265894212507,0.0001446269387696,0.0001855987943219,9.400815020728408e-05,0.0001754328660534,3.7237812251765545e-05,0.0001981917286073,0.0001269224809906,0.0001561782886244,0.0002403970946835,0.0002395996157719
uj0019,0.0003810719334306,0.0002554817777674,0.005736360743709,0.0001664307407071,0.0001648527156996,0.0001846434006876,0.0689993394116018,0.2698000373828997,0.00024290116287,0.0001578113264356,0.000166980518094,0.0001627110920492,0.0001499340108499,0.0002367883373874,0.004566916125604,0.0001988090152762,0.0001623909473182,0.0002039413725982,0.0005065899316995,0.0003256932364495,0.0003943286925769,0.0003874679771372,0.0008006406279408,0.0001713687722028,0.0002186726533916,0.0001226892582606,0.0003054840665107,0.0003681591656905,0.0001700802067276,0.0001654192909293,0.5697286213537565,0.0001715039622174,0.0003055591663655,0.0001658733097674,6.440686402362366e-05,9.130322395553947e-05,0.0001958358962234,0.0001871210571143,0.0003531783879934,0.0001291978373858,0.0002888930644626,0.0002169395397566,0.0004868073663347,0.0002342347222955,0.0004392296830974,0.0002680806397269,0.0005636048570212,0.0001627862371124,0.0003385282203231,0.0001794022275798,0.0002049649546302,0.0002630301711509,0.0674231681955063,0.0002486230417181,5.277333921080637e-05,0.000280876847755,0.0001798742390533,0.0002213355002494,0.0003406901924648,0.0003395600072427
uj0021,0.0006114993648658,0.0004099670721828,0.0092050362246317,0.0002670684542951,0.0002645362255866,0.0002962939863628,0.0459346315555546,0.0010274413105598,0.4970930501841417,0.0002532370332689,0.0002679506723054,0.0002610996001437,0.0002405964448263,0.0003799700403452,0.1800948043427193,0.0003190252965537,0.0002605858695787,0.0003272610992129,0.0008129158678596,0.0005226341531821,0.0006327722508671,0.0006217629826269,0.0012847737986475,0.0002749924257514,0.000350900123918,0.0001968772741326,0.0004902048570364,0.0005907784757659,0.0002729246876145,0.0002654453987969,0.2447637758591939,0.0002752093627672,0.0004903253684398,0.0002661739547644,0.0001033525510233,0.0001465126622062,0.0003142543852035,0.0003002698376349,0.0005667390878096,0.0002073214754816,0.0004635815706569,0.000348119027243,0.0007811711364985,0.0003758722995519,0.0007048240730466,0.0004301842422506,0.000904406706107,0.0002612201840923,0.0005432302238927,0.0002878835689444,0.0003289036231238,0.0004220798450081,0.0002137888105036,0.0003989609802352,8.468444033318504e-05,0.0004507180900505,0.0002886409973744,0.0003551731469865,0.0005466995021983,0.0005448859140411
uj0023,0.0003002552912243,0.0002012999354098,0.0151236663485081,0.000131134586769,0.0001298912247771,0.0001454847580796,0.1179892966832594,0.0005044889784729,0.0001913873812214,0.0001243431531439,0.0001315677689452,0.0001282037905254,0.0001181364360447,0.0001865709462272,0.024806090721038,0.0001566461697727,0.0001279515411704,0.0001606900714805,0.0003991537925777,0.0002566211493971,0.0003107005949294,0.0003052948803342,0.0006308430608998,0.0001350253747141,0.0001722971845126,9.66696724094129e-05,0.0002406978822313,0.0214977940894036,0.0001340100845075,0.0001303376423578,0.3958829274402202,0.0001351318940183,0.0002407570551244,0.0001306953741835,5.074764110849552e-05,7.19398982016082e-05,0.0107581601128719,0.0001474369602407,0.0002782773288665,0.0001017979307491,0.0002276254522919,0.0001709316246444,0.000383566656912,0.0001845588944967,0.0003460791122178,0.0002112268668756,0.000444077156134,0.0001282629990393,0.000266734126719,0.4030879033185088,0.0001614965751721,0.0002072474871836,0.0001049734885208,0.0001958957804215,4.1581320857115366e-05,0.0002213092918222,0.0001417270265603,0.0001743953024495,0.0002684375940125,0.0002675470952293
