0,puppe-krankenhaus-briefwechsel (0)
1,jan-kapitalistisch-unnötig (1)
2,marine-lore-parade (2)
3,charlie-joe-karsch (3)
4,eich-jahrbuch-onkel (4)
5,genosse-bewusstsein-apparat (5)
6,fassen-betreiben-munter (6)
7,kirche-gott-tod (7)
8,elisabeth-brief-jake (8)
9,sabine-herzlich-klaus (9)
10,usa-sowjetisch-arabisch (10)
11,bloß-besitzen-budapest (11)
12,katze-streichen-kleinstadt (12)
13,kontinent-aufgeben-klingen (13)
14,manfred-bierwisch-nachwort (14)
15,francisco-san-charlottesville (15)
16,sprache-gesprochen-geschrieben (16)
17,charles-pfund-lore (17)
18,sagen-sehen-stehen (18)
19,bürgerheim-bela-judith (19)
20,bodensee-zürich-münchen (20)
21,kunst-schreibe-karsch (21)
22,stadt-drachen-erich (22)
23,wochenende-düsseldorf-strauss (23)
24,to-is-are (24)
25,stück-aufführung-meinung (25)
26,sagen-sehen-brief (26)
27,programm-ostdeutsch-kanal (27)
28,enzensberger-jakob-leningrad (28)
29,subjekt-waldgesicht-bruder (29)
30,name-thomas-träger (30)
31,ball-musik-verschieden (31)
32,see-fahren-boot (32)
33,bloch-student-fachbereich (33)
34,new-york-times (34)
35,herr-johnson-tal (35)
36,johanna-grabstein-hildebrandt (36)
37,himmel-wasser-erzähler (37)
38,zitat-westdeutsch-staatsbürgerschaft (38)
39,jake-jan-mrs (39)
