,segmentID,idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,uj0295,uj0295,0546_100995.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-17,1966,4.0,JohnsonUwe,BierwischManfred,461,0.00013149945099552883,0.00010812877968125718,8.424738014469482e-05,0.00024348007934254373,0.2229603750286972,0.00010762164034090674,0.00014210372129226938,0.0001795450213768752,8.536553029345497e-05,0.0002852180079573731,0.00017513250320754263,0.00012526859467227615,0.00013806506561966626,0.00018288192953290076,0.00020297040223158207,0.0001929168406891665,0.00016688418140526953,0.0041166703188511,0.0269688707286766,0.0002922795595781308,0.00032536619987903585,0.00019974249636407456,0.0002141074712192872,0.0003379503782331423,0.00022653082153485332,0.00015859580339516914,0.00010725635849749148,0.00032946745531069746,0.00019465808298464095,0.00011144961166723796,0.0002188572875540008,0.00013915188342442846,0.0001985415098035352,0.000135896569184217,0.1206369724928593,1.9581760893106505e-05,8.478499190341212e-05,0.00016275242875899798,0.00013379605852659507,0.00013846618915086287,0.1206695690269243,6.809659382274546e-05,0.0001902860459294214,0.0003108580180408551,0.0001321054673392642,0.0006627596884246627,0.0001896717325424709,9.1946924115139e-05,0.3689754178638986,0.0003116671390957047,0.0002017013635373428,0.00015072124607222017,0.1213071410410773,8.688717660775042e-05,0.00018088139968922224,0.00016656680117112187,0.00010733567657369826,0.00022954337138357363,0.00017126072264818295,0.00019574473188484255,0.00010540347741876229,0.00014920445661069568,0.0003792839262408715,0.0001662255434562363,0.00017177045453345134,0.00016876178810262975,0.0002847690505596357,0.00017378927611215792,0.00015766610596098366,0.00018114373821247944,0.00013401140898561915,0.00022850161063712527,0.0001394194828274525,0.00013051741069810378,0.0002156543644564845,0.0001632929875174505,0.00020175198506299004,0.0002465834475376188,0.0010559237079858,0.0001827131305743319
1,uj0008,uj0008,0585_101037.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1967-01-22,1967,1.0,BierwischManfred,JohnsonUwe,712,0.00010373282993592386,8.529696686137656e-05,6.645821781715198e-05,0.00019206831262043908,0.0280736983738715,8.489691196724488e-05,0.00011209796727268553,0.0001416333910699177,6.734026620857916e-05,0.0002249931151051813,0.00013815259329180292,9.881764318463377e-05,0.00010891208946951402,0.00014426569807683107,0.00016011241155243044,0.00015218169867238046,0.00013164593675221736,0.0665935873775388,0.00015889933184548907,0.0002305635926076669,0.00025666385998902326,0.00015756609057642333,0.0001688978450621532,0.0002665908400882348,0.00017869795658933247,0.00012510768202904265,8.460876080726045e-05,0.00025989911936840124,0.00015355527087778707,8.791659224414132e-05,0.00017264471918478717,0.00010976942146336825,0.00015661869700408064,0.00010720147949926582,0.0001447540245998241,1.544699584061083e-05,6.688231075987057e-05,0.00012838661976383265,0.0001055444998451599,0.0001092285142053582,0.00017046767358514986,5.371773290879153e-05,0.0001501064064689306,0.00024521913723234324,0.00010421088356920656,0.0005228153998154641,0.00014962180774541147,7.253197310071898e-05,0.1538147910880384,0.00024585740922621746,0.00015911133531937367,0.0001188958681437518,0.3068465593259711,6.854061097921097e-05,0.00014268758789853767,0.00013139557259020284,8.467133056285801e-05,0.00018107439480838952,0.4330005798544615,0.0001544124696319363,8.314712278233941e-05,0.00011769935468251864,0.0002991966485054875,0.00013112637277047317,0.0001355004542850958,0.0001331270794851284,0.00022463895680995352,0.00013709299382734882,0.0001243742938277831,0.00014289453262121644,0.00010571437821631238,0.0001802526058995604,0.0001099805162105683,0.00010295815127079026,0.00017011810576961935,0.00012881303743581847,0.00015915126791278992,0.00019451639253842455,0.0008329613058957337,0.00014413254167556838
2,uj0495,uj0495,0294_060266.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1962-05-04,1962,5.0,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,630,0.0001026490921626424,8.440583581837782e-05,6.57639026130078e-05,0.00019006169923135312,0.1635965269131024,8.400996045545554e-05,0.00011092683561150824,0.00014015369119134283,6.663673589712285e-05,0.0002226425233232125,0.00013670925867999682,9.77852563052631e-05,0.0001077742419298486,0.00014275849744911027,0.00015843965406111608,0.0001505917964653813,0.00013027057974667218,0.0554504636423161,0.0001572392478761564,0.0002281548038509469,0.000253982391448368,0.00015591993550428815,0.00016713330268311314,0.00026380566047255364,0.00017683102858125928,0.0001238006327484407,8.372481972424939e-05,0.0002571838507974377,0.0001519510184203971,8.699809294192413e-05,0.00017084103173450071,0.00010862261703834112,0.0001549824397261264,0.00010608150337640506,0.00014324172223238415,1.5285614984747436e-05,6.618356488954588e-05,0.00012704531412792224,0.0001044418348420461,0.00010808736085172004,0.00016868673058859077,5.31565225737003e-05,0.00014853818565781029,0.00024265723622265964,0.00010312215138113508,0.0005173533412021664,0.00014805864972821945,7.17742029804163e-05,0.0163917017858771,0.0002432888399373612,0.0001574490364661623,0.00011765371613195314,0.2722986295239878,6.782454019267364e-05,0.000141196874410054,0.0001300228312377698,8.378673578894072e-05,0.00017918263921327902,0.00013368692849943388,0.00015279926168119233,8.227845200805752e-05,0.00011646970311860116,0.000296070823153717,0.00012975644385469475,0.00013408482761515666,0.0001317362483974795,0.0002222920650593297,0.00013566072926891816,0.00012307490654287403,0.00014140165709962245,0.00010460993842687688,0.00017836943585718872,0.00010883150639548844,0.0001018825068709575,0.4807484773226469,0.00012746727684636433,0.00015748855186803083,0.0001924842030932263,0.000824259030719797,0.00014262673218527142
3,uj0878,uj0878,0382_101344.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1963-08-05,1963,8.0,JohnsonUwe,BierwischManfred,1431,4.492243639186029e-05,3.693861982378855e-05,2.8780329857495822e-05,8.317691286271923e-05,0.172181235156666,3.67653724483339e-05,4.854503446570031e-05,6.133561578559074e-05,2.9162308858578764e-05,9.743529515354287e-05,5.982822495400081e-05,4.279387049497564e-05,4.716536138579286e-05,6.247556004581151e-05,6.933812205792836e-05,6.590365540820696e-05,5.701045872990602e-05,0.1202810484067303,6.881278696385071e-05,9.984764061285667e-05,0.0001111505965041958,6.823541482292286e-05,7.314273317534628e-05,0.0046875543417422,7.738675974807922e-05,5.417900862778287e-05,3.66405859929404e-05,0.0046846564318079,6.649849322440382e-05,3.807307219244025e-05,7.476535076465049e-05,4.753663672827038e-05,6.782513750263852e-05,4.6424566329616105e-05,0.3932636978637641,6.689460689772037e-06,2.896398712641716e-05,5.559898214932817e-05,4.57069963649274e-05,4.7302391967890656e-05,7.382256155768201e-05,2.3262948106214088e-05,6.500493142601553e-05,0.00010619435622445971,4.512946182388895e-05,0.00022640991822360065,6.479507158370417e-05,3.14106242932526e-05,0.1123319285599924,0.00010647076566073208,6.890459697786764e-05,5.1488926670967234e-05,0.1831758190277707,2.9682128973775827e-05,6.179214521805136e-05,5.690203627435512e-05,3.666768238920782e-05,7.84158977249446e-05,5.850555923498582e-05,6.686971086622693e-05,3.600761048033751e-05,5.097076573881632e-05,0.00012956980369134707,5.67854568675658e-05,5.8679692267629816e-05,5.765188093199539e-05,9.728192371366364e-05,5.936935586142722e-05,5.386140826112968e-05,6.188176449429121e-05,4.578056372375839e-05,7.806001463559655e-05,4.76280532100111e-05,4.458695481789676e-05,7.367117806638508e-05,5.578364616319901e-05,6.892189014714503e-05,8.423707592262829e-05,0.0049328261736221,6.241789546681964e-05
4,uj0229,uj0229,0628_101073.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-09-22,1968,9.0,JohnsonUwe,BierwischManfred,427,0.00012807131012719842,0.00010530990336001222,8.205108286179883e-05,0.0002371326459175412,0.621227010280639,0.0001048159849501328,0.00013839913111477563,0.00017486435069097062,8.314008325979671e-05,0.0002777824825459728,0.0001705668651986114,0.0001220028898677067,0.0001344657616654955,0.00017811426691557032,0.0001976790407415999,0.0001878875717397608,0.00016253357402081197,0.0300789714290282,0.00019618134027924228,0.00028465994219127594,0.0263865051720861,0.00019453528515715247,0.0002085257705601212,0.00032914013990653407,0.00022062524883959933,0.0001544612708853478,0.00010446022586598682,0.0003208783635708861,0.0001895834205082692,0.00010854416251422968,0.00021315176098247684,0.00013552424654183305,0.0001933656078612476,0.00013235379711057434,0.00017871716782561208,1.9071271805256133e-05,8.257467928564284e-05,0.00015850953460069673,0.00013030804597000925,0.00013485642805820112,0.00021046392259684303,6.6321341420469e-05,0.0001853253608027145,0.0003027540672804046,0.00012866152785444447,0.0006454817944367421,0.00018472706233302655,8.954990263793832e-05,0.0595557253317111,0.0003035420948558932,0.0001964430854053387,0.00014679200028849877,0.1051098992589739,8.462206083116063e-05,0.00017616589012700736,0.0131970350406549,0.00010453747614999688,0.00022355926265508076,0.00016679602049159375,0.0001906417408833241,0.00010265564869500829,0.00014531475295359415,0.0003693961379770912,0.00016189210651358223,0.00016729246385972728,0.0001643622322229112,0.00027734522929750494,0.00016925865552471606,0.1305016615391688,0.00017642138958435128,0.000130517782324153,0.0002225446602166169,0.0001357848697298014,0.00012711487124827714,0.0002100323368766718,0.00015903600119710935,0.0001964923872469905,0.0002401551104794948,0.0010283961769598,0.00017794986848190117
5,uj1147,uj1147,0445_101406.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-04-24,1964,4.0,BaumgärtnerKlaus,JohnsonUwe,134,0.0004742492939171568,0.0003899635856099782,0.00030383594946986,0.0008781044699192002,0.3696884377885785,0.0003881346009848866,0.0005124933144257055,0.0006475243734456283,0.0003078685284238275,0.0010286312061549,0.000631610743309836,0.0004517778752957795,0.000497928009501568,0.0006595588445014452,0.0007320073902641773,0.0006957494863204918,0.0488698923828919,0.014846662683567,0.0007264613910386908,0.0010540985054078,0.0011734245990303,0.0007203660330804993,0.0007721729351675199,0.0012188091056102,0.0973530354079244,0.0005719715725728815,0.0003868172216725856,0.0011882156683307,0.0972380872188771,0.00040194007838349126,0.0007893030222205122,0.0005018475891851561,0.000716034706797174,0.0004901073844298431,0.0006617913923734498,7.062110303050706e-05,0.000305774832066274,0.0005869623320699763,0.000482531948268695,0.0004993746509134019,0.0007793499308116382,0.0002455885655347605,0.0972223195828093,0.0011211012247448,0.0004764348758412101,0.0023902252967036,0.0006840460895716525,0.0003316041512670782,0.0274633080715342,0.0011240192984405,0.0007274306357595747,0.0005435721897462132,0.1478828235284434,0.00031335630563265253,0.0006523439865028595,0.0006007187653439703,0.00038710328021770616,0.0490958710951958,0.0006176472690703811,0.0007059482011643242,0.0003801348550417952,0.0005381019286485192,0.001367877453876,0.0005994880284161502,0.0006194856036401872,0.0006086349276894724,0.0010270120531678,0.0006267664302976223,0.0005686186433524086,0.0006532901034522468,0.0004833086040065229,0.0008240850184787038,0.0005028126793583548,0.0004707075915440582,0.0007777517647364052,0.0005889118429430335,0.0007276132009536761,0.0008892966852793187,0.0038081609402286,0.0006589500755194519
6,uj0297,uj0297,0543_100992.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-13,1966,4.0,JohnsonUwe,BierwischManfred,460,0.0001645297503208095,0.0001352887862935334,0.00010540880829122448,0.00030463790045543,0.1952366710693338,0.00013465426266309971,0.0001777976227799609,0.00022464350470547675,0.00010680781766657871,0.0003568596467967067,0.0002191226412555525,0.00015673381484436062,0.00017274452936843246,0.0002288185842331701,0.00025395292032673165,0.0002413740847659294,0.00020880248922130687,0.005150703935157,0.0002520288650259596,0.0003656949333035704,0.00040709234315167256,0.0002499142225038932,0.0002678874209347612,0.0004228374409974732,0.017028900102419,0.00019843221957955244,0.00013419722858395454,0.00041222376025695074,0.00024355269583961503,0.00013944375160612128,0.0002738303057886813,0.0001741043362779519,0.0002484115696985145,0.00017003134559165635,0.0002295931147357381,2.4500347386957154e-05,0.00010608145846399436,0.00020363291454907864,0.00016740322439853832,0.3350826225837347,0.0002703773124676025,8.520123464040043e-05,0.0002380824816323097,0.0003889399667168391,0.0169107567958718,0.000829233013778247,0.0002373138637604591,0.0001150423393626534,0.1769824433802146,0.0003899523244424864,0.0002523651219144193,0.00018857971494608635,0.2355046592838339,0.00010871167419428488,0.00022631555723801608,0.0002084053887749875,0.00013429646993572773,0.00028720054187009755,0.00021427833898732412,0.0002449122914187832,0.00013187893707057146,0.0001866819352253,0.0004745532335890036,0.0002079784132537963,0.00021491610636337668,0.0002111517169844544,0.000356297919367465,0.0002174420196487344,0.0001972689988545805,0.00022664379048465143,0.0001676726670234806,0.0002858971095423612,0.0001744391518428248,0.00016330103914584187,0.00026982286595876874,0.00020430925195496596,0.00025242845865774825,0.0003085207789801974,0.0013211527707339,0.00022860738600916623
7,uj0952,uj0952,0196_060165.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1960-02-22,1960,2.0,BaumgärtnerKlaus,JohnsonUwe,244,0.0002537687666022613,0.0002086678449695831,0.00016258131564000203,0.0004698699421116133,0.0170225906483028,0.00020768916312778135,0.0002742329782286076,0.0003464875197534892,0.00016473913137215015,0.0005504161541674995,0.0003379722044045326,0.0002417444067128692,0.00026643914592734143,0.00035292711368797955,0.0003916940203257944,0.1295123708092251,0.0003220545223575363,0.0337724012812706,0.0003887263798863029,0.0005640435969555215,0.0006278944787394983,0.0003854647799411068,0.0004131864314284865,0.0264801951815006,0.0004371611192525157,0.00030605953949766114,0.00020698423909833549,0.0006358091165918569,0.0003756528354620476,0.0002150764149734558,0.0004223526676653855,0.0002685364962337337,0.00038314710579215295,0.0002622543629366956,0.000354121740495285,3.778904985628416e-05,0.00016361880341571295,0.00031408103071926623,0.0002582007794822844,0.0002672132375527914,0.0004170268110682205,0.0001314133898916495,0.0003672156409137588,0.0005998964651900605,0.0002549382621319101,0.0012789993221412,0.0003660301336790632,0.00017743996152777786,0.0146954985606127,0.0006014579139304668,0.00038924501858647446,0.0002908631513435272,0.6731758255815996,0.00016767561745981274,0.0003490664740644836,0.0003214420392638516,0.0002071373078010249,0.0004429747637479864,0.0003305004091258075,0.0003777498598149724,0.0002034085333258014,0.00028793603805193284,0.0007319453687869898,0.0003207834772033684,0.0003314840940829927,0.00032567794384063777,0.0780335966951701,0.0003353800332533837,0.0003042654014278789,0.0003495727371931525,0.0002586163646422227,0.0004409643649385661,0.0002690529118532272,0.00025187361682677104,0.0004161716392441623,0.00031512420564030227,0.00038934270844015657,0.0004758588486295855,0.0020377306138773,0.00035260136401225493
8,uj1143,uj1143,0471_s000047.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-04,1964,7.0,JohnsonUwe,BaumgärtnerKlaus,131,0.0004142624046418698,0.0003406378349311253,0.00026540431932834204,0.0007670347091735383,0.0277883658797642,0.0003390401950852433,0.000447669011888842,0.00056562024962058,0.0002689268250564594,0.0008985216054445945,0.0005517195042295152,0.0003946333529317116,0.0004349460446232982,0.0005761325033700744,0.0006394171706651589,0.0006077454598842696,0.0005257348358662548,0.2659449246471771,0.0006345726743111097,0.000920767594555357,0.0010250003580293,0.0006292483065633859,0.0006745022523486252,0.0010646442648741,0.0007136395030099207,0.0004996239785276814,0.0003378894485712494,0.0010379205331654,0.000613230891305667,0.0003510994439607388,0.0006894655873399826,0.00043836984414337145,0.0006254648414861932,0.0004281146355108976,0.0005780826605169531,6.168837431097905e-05,0.00026709795636061786,0.0005127185854281594,0.0004214974018311013,0.0004362097031202268,0.0006807714434929687,0.00021452453596852207,0.0005994576734711666,0.0009792952676295889,0.00041617153647403713,0.0020878902546584,0.0005975224034836861,0.00028966017420602104,0.0661522245830554,0.0009818442397453715,0.0006354193211146155,0.0004748167795059455,0.4664789910814267,0.0002737204637857641,0.0005698302390083149,0.0005247349936768887,0.0003381393241162211,0.0007231299315629403,0.0005395222432324292,0.0006166541587261087,0.00033205232175909354,0.0004700384413082602,0.0011948572418898,0.0005236599303173018,0.0005411280503663396,0.0005316498557353991,0.0008971072560327877,0.0005474879391370259,0.0004966951549336715,0.1270587506978931,0.000422175819864946,0.0007198480751854573,0.0004392128619000101,0.0004111686854515109,0.0006793754263985105,0.0005144215063866232,0.0006355787939852816,0.000776811242544956,0.0033264739211987,0.0005756007364163086
9,uj0453,uj0453,0146_060124.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1958-11-21,1958,11.0,BaumgärtnerKlaus,JohnsonUwe,194,0.00038204620694707545,0.0003141472441618401,0.0002447644593634342,0.0007073842519932244,0.0256273310410568,0.00031267384895062266,0.0004128548621440392,0.0005216333138577064,0.0002480130282349928,0.0008286457264131104,0.0005088135962321485,0.0003639436597021306,0.00040112132965244135,0.0005313280547428501,0.0005896912246252251,0.0005604825471401802,0.0004848496934600794,0.1674954117148784,0.039469029164703,0.0008491616980878756,0.0009452885285186188,0.0005803131687951258,0.0006220478233109893,0.0009818494234222431,0.0006581414634722564,0.0004607694151278903,0.0003116125932443294,0.0009572039324957858,0.00056554138966253,0.0003237952788459971,0.0006358474954817445,0.00040427886846198407,0.0005768239347597376,0.0003948211829090925,0.0005331265528265945,5.689101679071107e-05,0.00024632638628916006,0.0004728456857277182,0.0003887185556865374,0.0004022867164464599,0.0006278294744347336,0.00019784147522319416,0.0005528392820800771,0.0009031378138273168,0.1948028353277672,0.0019255200167236,0.0005510545134169043,0.00026713399434522234,0.1776591411641228,0.000905488558470173,0.0005860042782848963,0.0004378914127191785,0.1191315886524752,0.00025243387713048623,0.0005255159024268091,0.0004839276066095404,0.0003118430365650256,0.0006668938440657062,0.0004975648870882214,0.0005686984377525586,0.0003062294058416948,0.0004334846744695077,0.2344047701973768,0.000482936148359514,0.0004990458144369857,0.0004903047163627172,0.0008273413675767208,0.0005049111098493139,0.0004580683591489488,0.0005262780762380892,0.0003893442147703708,0.0006638672098196024,0.0004050563267413355,0.0003791930789084407,0.0006265420222551613,0.00047441617459086815,0.0005861513493313304,0.0007164004877167402,0.0030677819900191,0.0005308376420348911
