year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1964,0.11131699809517609,0.03250240864026293,0.02021515934669934,0.007720166171376278,0.003965833035304395,0.033357243917676985,0.0033130686853720982,0.0010647313921966202,0.003969588629560305,0.025642295055896738,0.005065570031572867,0.0005941686441298826,0.001092285932922838,0.020844979168453882,0.022665930833389664,0.017982375181133766,0.6817500512311369,0.003180659828592539,0.0034145327450266845,0.00034195343411846067
1965,0.02091489154197477,0.01737799068322963,0.08992998841262399,0.0013820145799174912,0.007828303325747465,0.005413180449293034,0.007928983908223825,0.031124183885618183,0.017112795421143617,0.01960413012254724,0.005528183992596574,0.0004627485345676457,0.012681984064723767,0.01722096360474914,0.00296145835263189,0.006682626367034283,0.7141808884331987,0.020481594807587246,0.0009543776029115866,0.00022871190967903348
1966,0.0007697501227133461,0.08030436648516799,0.00585469312050942,0.002780362165251054,0.0063007802577684105,0.006679337413174498,0.011375100251893203,0.05134193679583653,0.012978699303827836,0.012038484150333578,0.03703265381116737,0.03472459443124407,0.0019923683369825512,0.004875607768236192,0.00567663784714989,0.029571010241387644,0.6538844072495021,0.003377128514537641,0.03587407860781709,0.002568003125498728
1967,0.000697892092481277,0.02918098057778268,0.020000501473884047,0.01527560834521387,0.004317776321094776,0.027202524658322014,0.00034873424823023076,0.02159876929925766,0.007281799358886723,0.0013504965973207233,0.06258739075187808,0.003104441877983161,0.001981790754573615,0.040075851924336645,0.0006112994569084461,0.03998025407614037,0.70400344406025,0.001091312844009579,0.015580452621300351,0.003728678660144906
1968,0.002798391263331775,0.04602925027141983,0.015011317687763802,0.001852635940951525,0.016263200501935977,0.040567870939052376,0.004747546926452201,0.07772208947632796,0.019262507353709674,0.028421186304366335,0.030414641707147087,0.040960760270634895,0.0015468123485271833,0.03627382651560611,0.0006201529087240708,0.030574936907278003,0.5962665413136926,0.001489299631752512,0.007345253524562387,0.0018317782067628831
1969,0.00694710875372138,0.018793737720355495,0.022749622631449588,0.003331227727935512,0.07324030185678794,0.0031400551382589274,0.008553370675168053,0.012551089304316969,0.050319133865852135,0.020407036592888738,0.00497746504184192,0.02078659722339337,0.001683092099606997,0.002138665067240578,0.004229909544120364,0.011618167357933272,0.7015318265327535,0.004549795413586518,0.027023543269149627,0.0014282541836382107
1970,0.0021225230196399323,0.01825976014065387,0.05170113970405662,0.009710729166754074,0.019097489518520017,0.011310962823341854,0.002964953750681015,0.010243353294882514,0.02162507414038387,0.0005176199837475725,0.018592183758715575,0.060293090712175146,0.002202831215154097,0.002852431017329787,0.007088987183710931,0.003410770936418725,0.7157292131788565,0.0002442237114417592,0.026465366281278158,0.01556729646225712
1971,0.0036435373611000727,0.035846662749567895,0.054089716700495075,0.04060962642365203,0.010894658592273072,0.01044637303456439,0.0008229351999729112,0.014031895765241689,0.012641882665083402,0.008262470395191667,0.019272668994503795,0.0014833353283698974,0.0169677953301996,0.004974679879226578,0.0059924737656609495,0.01603394140198274,0.7356525554590211,0.004000160553359215,0.004064245463433045,0.0002683849370999654
1972,0.0033500441996394703,0.004093297575267762,0.008340223764874378,0.005911691154882502,0.009163393803686375,0.006432634319115169,0.006881738477414822,0.01165600394602872,0.02753962433999942,0.005309474162245662,0.011514011891147419,0.004166354183927761,0.020715344861784595,0.009549766616855027,0.0075303065951723555,0.034310484655496666,0.7343158924934915,0.014539973096520706,0.025451226366938036,0.04922851349551079
1973,0.0033140794036368424,0.007862445358184667,0.01886912354815951,0.015422792249488542,0.007890921391970632,0.01560147964903459,0.07778083741806008,0.0042891844868231535,0.006523659456268448,0.011732825349065848,0.017186493026087702,0.0005121159308394947,0.0047467352049988,0.028475643007134146,0.024500054851139718,0.04018465177748632,0.6607221954398911,0.00032924820919726,0.045599667286658464,0.008455846955873833
