idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
uj0002,0.0001264764299551,0.0001768222624716,0.000147897047959,0.0001369339768178,0.0078875752552938,8.503179842790621e-05,0.000139033009004,0.0001064179884036,0.0907773284626533,0.0001250100808295,0.1244264245612367,9.174168080879357e-05,0.00010900809072,0.0881644892021365,0.0001338246640084,0.0001303861923469,0.6844113694176468,5.898231688580528e-05,0.0001297793532817,0.0026354682091121
uj0003,0.0051901291017916,0.0003378229487518,0.0002825606694248,0.000261615472997,0.0249663777010017,0.000162455182289,0.0002656257216656,0.0002033139839985,0.0002348925868214,0.0101358206180868,0.3366893705092441,0.0001752745649844,0.000208262433305,0.0001914968417866,0.0002556750602505,0.0002491057820405,0.6197429384979014,0.0001126870561209,0.0002479464022227,8.662886531494169e-05
uj0006,0.0001611124467291,0.0002252456631887,0.0001883991765828,0.0001744338297128,0.0199459359327487,0.0001083180565687,0.0001771076892722,0.2376952493922091,0.0001566161703702,0.0001592445327196,0.0100262348333264,0.0001168654639239,0.0001388603411355,0.0727153643588343,0.0001704730206154,0.0166632934989949,0.6408790305100356,7.513483255810304e-05,0.0001653198872672,5.7760363205776425e-05
uj0007,0.0001749675235221,0.0109941553924161,0.0002046008116041,0.0001894344963591,0.0001621340670647,0.0001176330103311,0.0001923382979887,0.0001472186706707,0.0001700845839631,0.003756118786497,0.0001389146547783,0.0001269154632255,0.0001508018188362,0.1721312928491826,0.00376831288298,0.0001803762897523,0.8070708399194421,8.159615132057586e-05,0.0001795367884439,6.27275416209292e-05
uj0008,0.0002773157654866,0.0003877054490689,0.2445290703609817,0.0003002452758655,0.0002569753061277,0.0001864431046962,0.0003048476726733,0.0399876027395588,0.0002695765228296,0.0002741006072916,0.0002201735673665,0.0002011553808843,0.0002390141952375,0.0002197730181282,0.0002934277094448,0.0002858884200985,0.6942158371141273,0.0001293262812933,0.0002845578477542,0.0171369636610846
uj0009,0.000361486636454,0.015311233661804,0.0004227096418449,0.1336440425324901,0.0003349724416167,0.0002430323089941,0.0003973750271,0.0003041569144531,0.0003513983791496,0.0003572956135615,0.0002870006404567,0.000262210054711,0.0225203375785927,0.185359626879734,0.0003824888770513,0.0077755871974074,0.6310159429506111,0.0001685793894472,0.0003709268352657,0.000129596439254
uj0013,0.0001828288262296,0.011488123540411,0.0002137935399565,0.0001979458011382,0.0001694187617026,0.1648665004729092,0.000200980070772,0.0001538332155362,0.0001777264958648,0.0001807091357104,0.0001451560996461,0.0001326177836024,0.000157577354792,0.0001448920254167,0.0001934511137761,0.0039326529314991,0.7310074178517153,8.526227193763921e-05,0.0863035668130598,6.554589432350572e-05
uj0014,0.0002490300324336,0.0666470467431466,0.0002912068807059,0.0002696207720309,0.0002307642650873,0.000167426227384,0.0002737537322479,0.0002095352874291,0.0002420801792707,0.0002461428148671,0.0001977162406403,0.0103804665821044,0.0002146351567415,0.0001973565467382,0.0002634985857069,0.1685539019317469,0.6387067539402711,0.0001161352221302,0.11245364919524,8.927966407643498e-05
uj0015,0.0005135607134303,0.0112352594781554,0.0006005396696521,0.0005560238445406,0.0004758922426115,0.0739661514990843,0.0005645470173358,0.0004321129088301,0.000499228419796,0.0005076065660578,0.0950631534001798,0.0214070558942146,0.0004426300841958,0.0004069973727769,0.0005433984019562,0.0005294364016039,0.7913058181334593,0.0002394991758573,0.0005269723163715,0.0001841164598897
uj0016,0.0002994218902967,0.0004186112471278,0.0003501333306521,0.0064560741584674,0.0002774599986602,0.0002013053485905,0.0003291484933943,0.0002519352835993,0.0002910657167421,0.0002959504369422,0.1903264677707824,0.0063490853487525,0.0002580671243851,0.0002372921438805,0.0003168181919742,0.0003086779109354,0.7802144733430428,0.01240342535902,0.0003072412725033,0.0001073456302502
uj0019,0.0005361145558155,0.0007495229643726,0.0116060642854081,0.0005804425234313,0.0004967918136875,0.0991727955759919,0.0005893400050294,0.0004510898402492,0.0005211528365199,0.0005298989225118,0.0553214004331371,0.0003888791806821,0.0004620688942387,0.0004248713151497,0.000567262614287,0.0005526874502968,0.8260572822425901,0.0002500171662768,0.0005501151508095,0.000192202229514
uj0021,0.0006681593604354,0.2609170491008276,0.0007813218400425,0.0554566513784596,0.0006191514423593,0.0141325240125666,0.0007344942168946,0.0005621930908057,0.0006495125755514,0.0006604128190893,0.0005304820290266,0.0004846599702111,0.0005758762814825,0.0005295169532676,0.0007069791734799,0.0006888141523211,0.6326988324026449,0.0003115962961746,0.0006856082964799,0.0276061646078789
uj0023,0.000331993919677,0.0004641490594328,0.0003882219056781,0.00035944442547,0.0003076429462704,0.0002232039603527,0.0003649542736152,0.0002793415746062,0.0003227287359953,0.0003281448310048,0.0002635850345941,0.0002408170456761,0.0002861404557945,0.0002631055093446,0.0003512826442791,0.3198924948307812,0.6747182364597609,0.0001548254531021,0.0003406639182052,0.0001190230163587
uj0024,0.000121746355423,0.0001702093111041,0.3965703015521752,0.0001318128019353,0.0001128165465093,8.185170594503839e-05,0.0001338333327067,0.0001024380767561,0.0001183486957711,0.0001203348460858,9.665995490858428e-05,8.83106463616854e-05,0.0001049313121938,9.648410695475264e-05,0.0001288197738861,0.0001255098971513,0.6014702416451011,5.677644536458012e-05,0.0001249257531764,4.364724048935666e-05
uj0026,0.0001122323357497,0.0001569080937592,0.0001312405097836,0.0024199308936965,0.0001040003578091,7.545530304694773e-05,0.0001233747612291,0.1288058838425906,0.004705937723138,0.0001109311305571,0.0023875251094219,8.140950156820436e-05,0.1954623264655016,0.0092826193024044,0.0001187529931696,0.0001157017708501,0.6555980306776017,5.23395797491323e-05,0.0001151632755293,4.023637284357727e-05
uj0027,0.0001154156167843,0.0001613585273682,0.7044906060408843,0.0001249586140181,0.0001069501526645,7.759546553704527e-05,0.0001268740783817,9.711135721414163e-05,0.0001121946334293,0.0001140775050996,0.0024552432349481,8.371854486348346e-05,9.947494588034129e-05,9.146699032891595e-05,0.0001221212216613,0.0001189834565635,0.2889246086725368,5.382410370971949e-05,0.0001184296877306,0.0024049871503955
uj0028,0.0014760487614263,0.0020636120232549,0.0017260390298482,0.0015980940239289,0.00136778405534,0.0009923673588497,0.0016225908717578,0.0012419558334488,0.0014348556488808,0.0619152765385556,0.0011719020764647,0.0010706753375074,0.0012721837369204,0.0011697701017246,0.0015618066514687,0.0015216778160884,0.8838330606006884,0.0006883557340779,0.0317427661086566,0.0005291776911111
uj0032,0.0003903866726916,0.0085405589831965,0.0004565043184259,0.0004226653108987,0.0003617527281476,0.000262462190568,0.0004291442587257,0.0003284735695191,0.0163690380081437,0.0003858605870299,0.1921844992027584,0.0002831731535336,0.0003364682719755,0.000309381823799,0.0004130679947628,0.0004024546851402,0.7694067392741561,0.0001820569290646,0.008395354656992,0.0001399573804702
uj0035,0.0001584976787304,0.0002215900477232,0.0001853415596953,0.0001716028628627,0.0001468722466637,0.0001065601130098,0.0066660172998135,0.000133360849473,0.0001540743745086,0.0001566600799565,0.003371730484145,0.3084747075032359,0.0001366067127929,0.0001256095669851,0.0001677063355579,0.0001633973131027,0.679166289758453,7.391543480362484e-05,0.0001626368347808,5.682294370548669e-05
uj0036,0.0016232526331901,0.0022694125954176,0.0018981740125459,0.0017574692653929,0.0015041908692236,0.0010913344941181,0.0017844091428429,0.0013658140094258,0.0015779514004964,0.0016044328809231,0.0012887739085422,0.0011774519963834,0.0013990564911028,0.0012864293155307,0.0017175630140299,0.0016734321970811,0.97197625201368,0.0007570042989865,0.001665643764794,0.0005819516962919
uj0037,0.0009948761757801,0.1032618131836851,0.0215375552237367,0.0010771362793781,0.0009219043474924,0.0006688685826256,0.0010936474752977,0.0008370944797755,0.0009671114790108,0.0009833417277332,0.041538242004109,0.000721649184714,0.0008574684821753,0.0007884403522152,0.0010526781156062,0.0010256307555698,0.8198310513948611,0.0004639607702621,0.0010208572991338,0.0003566726868373
uj0040,0.0002854205401679,0.0003990364503984,0.0003337606487838,0.0003090201837968,0.0704064020002693,0.0001918920533047,0.2458104644390198,0.0002401544678681,0.0002774551119645,0.0996498262960453,0.0002266083156801,0.000207034307512,0.0002459995759448,0.0002261960600705,0.0003020033685536,0.0002942437374561,0.5800661762085247,0.0001331059451304,0.0002928742780725,0.0001023260114359
uj0042,0.0002994218902967,0.0004186112471278,0.0003501333306521,0.0003241792182085,0.0002774599986602,0.0002013053485905,0.3559790550284137,0.0002519352835993,0.0002910657167421,0.0002959504369422,0.0002377246227548,0.0002171904084935,0.0002580671243851,0.0002372921438805,0.0003168181919742,0.0003086779109354,0.6391808897170869,0.0001396354785021,0.0003072412725033,0.0001073456302502
uj0043,0.0004737041264758,0.0006622691312151,0.0005539327915612,0.0102139124386275,0.0004389590425971,0.0003184776310592,0.0005207334687174,0.0003985773495971,0.0004604841381494,0.0004682120705099,0.0391802578909723,0.0003436087876954,0.0004082783045949,0.0585816550294643,0.2333262023268659,0.0004883477290758,0.6522855733298004,0.0002209120458872,0.0004860748773719,0.0001698274897612
uj0047,0.0011886121872184,0.0016617570263473,0.0013899209024164,0.0012868911128162,0.0011014302780142,0.0007991198988486,0.0743317900331109,0.001000105063059,0.0254971649112526,0.0011748315923513,0.0009436931398977,0.0252039028133086,0.0010244465722281,0.0009419763326857,0.0012576701180392,0.0012253557229877,0.857771241059146,0.0005543096109346,0.0012196527132734,0.0004261289120632
uj0049,0.0010831493012233,0.023696250773429,0.0012665963468969,0.0011727081587976,0.0010037028467368,0.0007282157875707,0.4004655631445494,0.0452752434111586,0.0010529211053568,0.001070591427544,0.0008599613701097,0.0007856794937706,0.0009335497320166,0.0008583968913402,0.0011460798771645,0.0011166326657057,0.5154798755773988,0.0005051269658863,0.0011114356712165,0.0003883194521271
uj0050,0.0003903866726916,0.0165353320462135,0.0484251426965278,0.0004226653108987,0.0003617527281476,0.000262462190568,0.1763141516450995,0.0003284735695191,0.0003794918821097,0.0003858605870299,0.0003099456903506,0.0002831731535336,0.0003364682719755,0.000309381823799,0.0004130679947628,0.0004024546851402,0.7134433278330372,0.0001820569290646,0.04037444690906,0.0001399573804702
uj0051,0.0011886121872184,0.0016617570263473,0.0013899209024164,0.0012868911128162,0.0011014302780142,0.0007991198988486,0.0013066175965468,0.001000105063059,0.0011554407657312,0.0011748315923513,0.0009436931398977,0.0008621786677872,0.0010244465722281,0.0009419763326857,0.5611173254650305,0.0012253557229877,0.4196202064397615,0.0005543096109346,0.0012196527132734,0.0004261289120632
uj0053,0.0001638149345639,0.0002290239166816,0.0001915593699331,0.0001773597694048,0.000151799494284,0.0001101349753488,0.2920463450494197,0.0001378348188112,0.0001592432380099,0.0001619156883079,0.0001300601084383,0.0001188257562599,0.0001411895738563,0.0001298234974864,0.0001733325219992,0.0001688789411191,0.7053056410260948,7.639513848155397e-05,0.0001680929503871,5.8729231111785565e-05
uj0054,0.0014327396627132,0.0606855400452069,0.0016753949070524,0.0015512039660637,0.0013276515771869,0.0009632500715167,0.177622412909391,0.0012055153111614,0.0013927552071066,0.0014161286898037,0.0011375170181672,0.0010392603970979,0.0012348562905085,0.0011354475982064,0.0015159813100526,0.0601595068588518,0.6818528731321952,0.0006681585243271,0.0014701555611103,0.0005136509622794
uj0055,9.90307199670554e-05,0.0001384513775806,0.0061999871354341,0.0001072189523141,9.176704950376912e-05,0.0020946410553972,0.4665629788587784,8.33250117258173e-05,9.626700124741252e-05,9.78825723660635e-05,7.86249813664987e-05,7.183350055581632e-05,8.535305519030935e-05,7.848194341343502e-05,0.0001047843683665,0.0001020920538827,0.5237239769932625,4.618300270332211e-05,0.0001016169004525,3.550346649158205e-05
uj0056,0.0005481510214342,0.0007663507249571,0.0006409883480627,0.1577525336253631,0.0005079454328538,0.0003685292760016,0.0006025714508675,0.0004612173909643,0.000532853392177,0.0342187371425623,0.0004352019642049,0.0003976100215768,0.000472442938925,0.0004344102260443,0.0454825867987219,0.0005650959988453,0.7547981605049842,0.0002556303752325,0.0005624659479055,0.0001965174183151
uj0057,0.0012494391956949,0.0017467971343104,0.0014610498470983,0.0269401548961783,0.0011577957684385,0.0008400147116257,0.1804853350935129,0.0010512852543797,0.0012145702328584,0.0012349533814384,0.0009919864615017,0.0009063005013824,0.256950946126527,0.0009901817969987,0.0269094385224071,0.0012880630750999,0.4922690075028523,0.0005826763025817,0.0012820682149201,0.0004479359801926
uj0058,0.0003842428046432,0.0005371963936643,0.0004493198972042,0.0004160134447351,0.0003560594983747,0.0002583315857616,0.0948498155147113,0.000323304083956,0.0003735194752315,0.0003797879500839,0.0003050677947745,0.0002787166015766,0.0003311729665512,0.0003045128023007,0.0004065671702409,0.0948235459790775,0.8045116022786933,0.0001791917345594,0.0003942772792323,0.0001377547446269
uj0059,0.0005739215861957,0.0125557850754442,0.0829449615236282,0.0006213755812625,0.0005318257872832,0.0003858551719724,0.082904738508961,0.000482900890909,0.1651055807436823,0.0005672676237427,0.0004556623847173,0.0004163031087191,0.000494654192535,0.0004548334240783,0.0006072662192242,0.0005916632083647,0.6492430905612041,0.0002676484849912,0.0005889095092049,0.0002057564138791
uj0060,0.0003012692416352,0.0004211939642662,0.0003522935577363,0.0003261793155028,0.0002791718511215,0.0002025473476467,0.3211569862860965,0.0002534896555355,0.0002928615127705,0.000297776370361,0.0002391913187922,0.0002185304140336,0.0002596593281053,0.0002387561716413,0.0249976811073101,0.0003105823693948,0.649294188405972,0.0001404969912921,0.0003091368672957,0.0001080079234897
