year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1964,0.007193375798444027,0.001586356804574682,0.019809335481526445,0.17725729094508033,0.001831950213131512,0.004851538446293024,0.5121343181912537,0.00013457743908972322,0.030982503324306854,0.1115230379616293,0.0025131948580586457,0.017291514966319668,0.02513443326057206,0.024246191317784677,0.007474498294346761,0.009889924805329227,0.011259590074728017,0.025719308156408476,0.001257352155526638,0.007909707505595519
1965,0.0002214321092353154,0.030306153925842017,0.001581034800035004,0.11979977543094951,0.005690762915723036,0.05001350832861553,0.5507236161806252,0.0003911951055633181,0.018583899265317106,0.011840584072267428,0.00020619350200043614,0.0860577262993391,0.0007879162955901349,0.016747905882832117,0.0011512251534572294,0.04060256816400948,0.04966602154227369,0.009001073724501114,0.002127545102805642,0.004499862199016852
1966,0.005295928174693864,0.0145488460827813,0.01205943241058675,0.15617315133879933,0.0033472296797227396,0.014211978248846227,0.40190320748258973,0.0002739517601210187,0.004719051498373981,0.0004791919150109098,0.10887756374105734,0.009286495344890896,0.007892870508789692,0.0073532099658078585,0.016764013466136287,0.09598008603318774,0.10526171375702077,0.029819335201764385,0.0015685155540260214,0.0041842278357923715
1967,0.00010212216896223866,0.012901292369978988,0.012982654488724949,0.11263368048540542,0.0015728609580996252,0.06112439320504784,0.4494059495384854,0.00256273340089769,0.023204027517063,0.001091927869233241,0.1432051607396175,0.00016225666506987165,0.05055569452380693,0.0005391404519932307,0.0009277026365632451,0.03648207406616987,0.08939746835145357,0.0007916838137607631,0.00016739587484362634,0.00018978087482221463
1968,0.001297998978273804,0.017360513967334523,0.00028396226006634895,0.21476309328527074,0.004569996674149523,0.03178115007880113,0.4178209021571994,0.01622045239934667,0.016417291105280694,0.00026055981790697814,0.04331890720186982,0.02935129547664281,0.03656812898286728,0.0013710480232639573,0.003640787963257401,0.08330245352584051,0.055492502395630576,0.0009085599772370233,0.00324197613660118,0.022028419593158807
1969,0.000189489797536674,0.01293337491879728,0.03290189886304057,0.17205120451500286,0.0022701426321036877,0.03091928176497182,0.48112310384688767,0.0038869469983640595,0.024906710952158583,0.0085061254954922,0.0017438760610247637,0.01840656245684298,0.010188330755290182,0.00347083418921786,0.02560808362908377,0.04165354995567544,0.10673082789784043,0.001984631625170981,0.0010054150958924218,0.019519608549604932
1970,0.001190117178669219,0.03859474383534863,0.027754467597003108,0.13456656075564474,0.0007763790411056449,0.023334358459568015,0.5627048705032922,0.007355586069844991,0.0010361554539441192,0.0028594176194152955,0.0015370978886319327,0.025375635633217743,0.009825205247395797,0.0037159530230405405,0.026775532465393225,0.00960463256142078,0.05030594007460557,0.05061757605878181,0.011943304611471254,0.010126465922204574
1971,0.0036633841155586894,0.013758754020715086,0.007889491997088775,0.2071018251304223,0.002892938648663767,0.027571022418585413,0.5652045018523899,0.001159926129041316,0.007544868259265058,0.00038394522958319475,0.00023911756443115422,0.040231784490714434,0.048177791581922716,0.0006552687118873778,0.016684822169646216,0.009749167837260148,0.03928691497972653,0.0005059654888021847,0.006821299397474482,0.00047720997682041685
1972,0.037437544337654165,0.010005464172885618,0.0015863027088238047,0.2692407738991474,0.0026030118178373475,0.005439261249530682,0.4782705454743271,0.06899845985484544,0.002981674791517469,0.004371746456408979,0.0008122627589286752,0.0034889090673989216,0.0411648409475889,0.0033503069524186027,0.03745311068007529,0.006208992133429946,0.009374783466137793,0.002448666445074045,0.010802793331864567,0.003960549454104477
1973,0.004232564862698691,0.005273038138656372,0.0028783946689313277,0.17063268609904422,0.06458328469273496,0.01659152786253378,0.47292467683164646,0.022573661108606157,0.000371113599748631,0.004211964360051226,0.00023561319114283203,0.047338029570566986,0.057372314399126434,0.030130057036824313,0.037553578999695324,0.016460688650244165,0.01518452508509048,0.028066676380297317,0.0018616003395214064,0.0015240041228381
1974,0.005597816428986979,0.0056159916460986736,0.006852976869875244,0.19272118712902328,0.005854461607147491,0.0004859732298595364,0.5279130431891508,0.09750894619822717,0.005303530482807745,0.006903132779647123,0.00022606402569980364,0.0003857266048367618,0.0028038152600628505,0.002070671455259771,0.036968116584538274,0.019775612589209277,0.010401003243001151,0.041978694220524325,0.023490227774326466,0.007143008681716547
1975,0.005895045693188411,0.048115625956360146,0.00027122356913577227,0.1474904665139868,0.00032683239970502075,0.021682836340719623,0.5721010804440132,0.0008945804042341576,0.0036344453897250877,0.0014949166478141606,0.006543473588889704,0.003517129094079579,0.0019964218279863136,0.0012651841345204763,0.012959629262533863,0.015850767422177788,0.00044814248347128396,0.020292638020992994,0.1326459818473991,0.002573578959065691
1976,0.025637495215630284,0.011439559436059244,0.000856502402507303,0.07838817616610025,0.012288105464128571,0.020719519752194347,0.6560819654670034,0.0001382424511558371,0.00030511204257224365,0.004137995084939859,0.01410633810907723,0.002879330742483867,0.0026021265948695206,0.002829565790120182,0.006129502817634082,0.06651760073686319,0.001304188800982347,0.040973797153791305,0.05227828621575857,0.0003865895561276495
1977,0.002249982231756109,0.019146677430180146,0.004974475899227276,0.23234053940631455,0.004983689597115411,0.0035931639814583884,0.46717668645322524,0.005396502518579341,0.013070034853481972,0.0003385727289337353,0.00520379256711794,0.0007159502995742294,0.004920281934533729,0.004032700109471347,0.04687545230604333,0.042130616728679106,0.019671391689970934,0.04681421112458985,0.07364423523290797,0.002721042906838565
1978,0.0012512365116619292,0.0316204627925142,0.00035258002919063744,0.1708388944546436,0.0006718279577618486,0.019748874426488056,0.5546864807977154,0.00014379244702346193,0.00031736132317516713,0.0003235225278953729,0.0002014868604903141,0.13177215912872833,0.0003110699016741935,0.00131827708015395,0.00146402949223982,0.002461687002143539,0.014035733207436174,0.00031901053154314923,0.06775940362709135,0.0004021099004288567
1979,0.0002621753039503694,0.018080533401727817,0.0016079186530238677,0.12271726433935316,0.0010484442835994167,0.07139475139031988,0.5321617641964235,0.012063237243843955,0.002017798458722317,0.00039199809413630374,0.00024413281455085885,0.008950824721233552,0.014762030455900367,0.0068835248030310004,0.06518429875334453,0.020786558258268036,0.012478873476329507,0.005269290649643638,0.05033084428258396,0.05336373642001319
1980,0.0001322737340064399,0.0006857943377879505,0.00213570156043216,0.18375227687777854,0.0008372351032300111,0.00021399688748823098,0.5176258256577653,0.012169314741228702,0.003182473921016333,0.005958270391470704,0.00012317086501885695,0.0014754806761410966,0.00019016003712252173,0.0024634095218010995,0.049971797202204335,0.06605235952552216,0.009807798569343261,0.018047045634067307,0.09947874703434842,0.025696867722225847
1981,0.007353444262998759,0.03298826519059755,0.004563677460670659,0.1442544008417694,0.0009518842967105868,0.0013020765003407286,0.495545672838114,0.029872729315707447,0.0016398269384783474,0.00022782589968974197,0.0001418878789229531,0.020471934397547433,0.0009036924861258443,0.007059461126495559,0.10988286854494274,0.007116653747280763,0.011121847110246367,0.007878100407622738,0.11644058330389023,0.00028316745184738527
1982,0.00019334589841685592,0.012438050948448813,0.004013724892757769,0.12513314950879803,0.006202917187203418,0.003424446415890518,0.5186120412449506,0.012794690736994406,0.004774285778969206,0.011154881677710289,0.00018004013975057577,0.004275916294139863,0.005143921167812781,0.0028824156226341453,0.0638227840866503,0.0032206708551662908,0.0009615266333330455,0.0008747693560014449,0.20662281796947984,0.013273603584891054
1983,0.0002738960870571333,0.030887495417406666,0.00044630441725376665,0.15728823319850663,0.0005378099851528333,0.0022831361395356,0.5739176742144214,0.000182015993423188,0.00040172371850929995,0.0004095227220108667,0.0002550469919179667,0.0004351794141585333,0.0003937598834244333,0.0006989211113053,0.11983097253194182,0.000551296103435,0.008644255192118101,0.0004038113267646,0.10164994501298431,0.0005090005386716
1984,0.000337795832191,0.00045882764270339997,0.0005504268923905001,0.14150586551487265,0.00066328063846145,0.0005464974375929,0.46439233402658253,0.0002244801838210761,0.0034866335879513003,0.0005050640561138501,0.0003145492577438,0.0005367064346831,0.0004856237594846,0.0008619788656565,0.187433854625751,0.00067991305770155,0.00090946990820615,0.0004980201967769,0.1949809281109024,0.0006277499704126
